"country","country_long","name","latitude","longitude","primary_fuel","state","nerc"
"USA","United States of America","12 Applegate Solar LLC",40.2003,-74.5761,"Solar",NA,NA
"USA","United States of America","126 Grove Solar LLC",42.0761,-71.4227,"Solar",NA,NA
"USA","United States of America","1420 Coil Av #C",33.7943,-118.2414,"Solar",NA,NA
"USA","United States of America","145 Talmadge Solar",40.5358,-74.3913,"Solar",NA,NA
"USA","United States of America","1515 S Caron Road",41.9084,-89.0466,"Gas","IL","RFC"
"USA","United States of America","158th Fighter Wing Solar Farm",44.4777,-73.1534,"Solar",NA,NA
"USA","United States of America","180 Raritan Solar",40.5161,-74.34,"Solar",NA,NA
"USA","United States of America","191 Peachtree Tower",33.7583,-84.3869,"Oil","GA","SERC"
"USA","United States of America","201 Sturbridge B",42.1091,-72.1712,"Solar",NA,NA
"USA","United States of America","205 Sturbridge A",42.1093,-72.1705,"Solar",NA,NA
"USA","United States of America","2081 Terzian Solar Project",36.67,-119.4158,"Solar",NA,NA
"USA","United States of America","2097 Helton Solar Project",37.3522,-120.5069,"Solar",NA,NA
"USA","United States of America","2127 Harris Solar Project",39.2917,-121.6697,"Solar",NA,NA
"USA","United States of America","231 Dixon 74 Solar I  LLC",35.2441,-81.4304,"Solar",NA,NA
"USA","United States of America","24 Applegate Solar LLC",40.2058,-74.5797,"Solar",NA,NA
"USA","United States of America","2555 E Olympic Bl",34.0269,-118.2242,"Solar",NA,NA
"USA","United States of America","265 Pleasant Solar NG  LLC",42.5814,-71.7622,"Solar",NA,NA
"USA","United States of America","301 Chestnut Solar NG",42.0552,-72.5218,"Solar",NA,NA
"USA","United States of America","350 Clark Solar  NG  LLC",40.8942,-74.7302,"Solar",NA,NA
"USA","United States of America","4 Applegate Solar LLC",40.1964,-74.5836,"Solar",NA,NA
"USA","United States of America","433 Purchase Solar NG  LLC",41.8094,-71.1922,"Solar",NA,NA
"USA","United States of America","45 Mile Hydroelectric Project",44.5281,-121.1528,"Hydro",NA,NA
"USA","United States of America","491 E 48th Street",42.7553,-86.0853,"Gas","MI","RFC"
"USA","United States of America","4Oaks",35.4325,-78.4117,"Solar",NA,NA
"USA","United States of America","500 Virginia Solar",40.1392,-75.1917,"Solar",NA,NA
"USA","United States of America","500MW CC",40.7889,-73.9069,"Gas","NY","NPCC"
"USA","United States of America","510 REPP One",36.4972,-77.6058,"Solar",NA,NA
"USA","United States of America","59th Street",40.7713,-73.9912,"Gas","NY","NPCC"
"USA","United States of America","651 Chase Solar NG",42.6267,-71.7428,"Solar",NA,NA
"USA","United States of America","74th Street",40.768,-73.9515,"Oil","NY","NPCC"
"USA","United States of America","85 A",35.1011,-118.3372,"Wind",NA,NA
"USA","United States of America","85 B",35.1011,-118.3372,"Wind",NA,NA
"USA","United States of America","99 Islands",35.0314,-81.4936,"Hydro",NA,NA
"USA","United States of America","A B Brown",37.9053,-87.715,"Coal","IN","RFC"
"USA","United States of America","A G Wishon",37.151,-119.5047,"Hydro",NA,NA
"USA","United States of America","A L Pierce",41.4482,-72.8349,"Gas","CT","NPCC"
"USA","United States of America","A.E.S. Corp.",17.9474,-66.1494,"Coal",NA,NA
"USA","United States of America","ABC Coke",33.5828,-86.7799,"Gas","AL","SERC"
"USA","United States of America","ABD Farms",35.7287,-79.7483,"Solar",NA,NA
"USA","United States of America","ABEC Bidart-Old River LLC",35.1697,-119.1056,"Biomass",NA,NA
"USA","United States of America","AC Criminal Courts Complex SPE2  LLC",39.4375,-74.6906,"Solar",NA,NA
"USA","United States of America","AC Landfill Energy LLC",39.4175,-74.5422,"Waste",NA,NA
"USA","United States of America","ACCC Mays Landing",39.4606,-74.6809,"Solar",NA,NA
"USA","United States of America","ACE-Stanton A PV",28.4845,-81.1741,"Solar",NA,NA
"USA","United States of America","ACE-Stanton PV",28.4774,-81.1804,"Solar",NA,NA
"USA","United States of America","ADA Carbon Solutions Red River",32.0039,-93.3911,"Cogeneration",NA,NA
"USA","United States of America","ADS Renewable Energy-Wolf Creek LLC",32.7755,-83.4348,"Waste",NA,NA
"USA","United States of America","AEP Bluffton NaS",40.8928,-83.8863,"Storage",NA,NA
"USA","United States of America","AEP Churubusco NaS",41.2326,-85.3149,"Storage",NA,NA
"USA","United States of America","AEP Jacksonville Solar Project",30.5236,-81.6864,"Solar",NA,NA
"USA","United States of America","AEP Milton NaS",38.3622,-82.1256,"Storage",NA,NA
"USA","United States of America","AES ADA Energy Storage Array",40.1218,-75.4172,"Storage",NA,NA
"USA","United States of America","AES Alamitos LLC",33.7688,-118.1009,"Gas","CA","WECC"
"USA","United States of America","AES Hawaii",21.3034,-158.1065,"Coal","HI","HICC"
"USA","United States of America","AES Huntington Beach LLC",33.6439,-117.9792,"Gas","CA","WECC"
"USA","United States of America","AES Ilumina",17.9468,-66.1591,"Solar",NA,NA
"USA","United States of America","AES Petersburg",38.5281,-87.2525,"Coal","IN","RFC"
"USA","United States of America","AES Redondo Beach LLC",33.8504,-118.395,"Gas","CA","WECC"
"USA","United States of America","AES Shady Point LLC",35.1931,-94.6458,"Coal",NA,NA
"USA","United States of America","AES Warrior Run Cogeneration Facility",39.5952,-78.7453,"Coal","MD","RFC"
"USA","United States of America","AES Warrior Run Energy Storage Project",39.5931,-78.7453,"Storage",NA,NA
"USA","United States of America","AFA Solar Farm",38.9579,-104.8066,"Solar",NA,NA
"USA","United States of America","AIS Solar Project",42.5019,-71.7378,"Solar",NA,NA
"USA","United States of America","AL Sandersville LLC",33.1189,-82.8608,"Gas","GA","SERC"
"USA","United States of America","AM Best Farm",35.4189,-77.9856,"Solar",NA,NA
"USA","United States of America","AMEA Peaking",33.1661,-86.2825,"Gas","AL","SERC"
"USA","United States of America","AMP Napoleon Solar Facility",41.4067,-84.1108,"Solar",NA,NA
"USA","United States of America","ANAD Solar Array",33.6267,-85.9695,"Solar",NA,NA
"USA","United States of America","ANP Bellingham Energy Project",42.1106,-71.4535,"Gas","MA","NPCC"
"USA","United States of America","ANP Blackstone Energy Project",42.0599,-71.5158,"Gas","MA","NPCC"
"USA","United States of America","AP North Lake I  LP",33.74,-117.0106,"Solar",NA,NA
"USA","United States of America","APG Combined Heat and Power Plant",39.3975,-76.2991,"Gas","MD","RFC"
"USA","United States of America","ASTI",38.7614,-122.9753,"Solar",NA,NA
"USA","United States of America","AT&T Anaheim",33.8364,-117.9169,"Gas","CA","WECC"
"USA","United States of America","AT&T Holger",37.4176,-121.9445,"Gas","CA","WECC"
"USA","United States of America","AV Solar Ranch One",34.7803,-118.4244,"Solar",NA,NA
"USA","United States of America","AVS Lancaster 1",34.7489,-117.9736,"Solar",NA,NA
"USA","United States of America","Abbott TP 3",29.594,-98.0407,"Hydro",NA,NA
"USA","United States of America","Aberdeen CT",45.4299,-98.494,"Gas","SD","MRO"
"USA","United States of America","Abiquiu Dam",36.2399,-106.423,"Hydro",NA,NA
"USA","United States of America","Acadia Energy Center",30.4286,-92.4131,"Gas","LA","SERC"
"USA","United States of America","Acton Solar Landfill",42.4733,-71.4306,"Solar",NA,NA
"USA","United States of America","Actus Lend Lease DMAFB",32.1825,-110.8633,"Solar",NA,NA
"USA","United States of America","Acushnet AD Makepeace",41.7989,-70.7436,"Solar",NA,NA
"USA","United States of America","Acushnet Hawes Reed Road",41.6622,-71.0425,"Solar",NA,NA
"USA","United States of America","Acushnet- High Hill",41.7144,-70.9972,"Solar",NA,NA
"USA","United States of America","Acushnet-Braley Road 1",41.7517,-70.9706,"Solar",NA,NA
"USA","United States of America","Ada Cogeneration LP",42.9627,-85.4941,"Gas","MI","RFC"
"USA","United States of America","Ada Dam",42.9506,-85.4859,"Hydro",NA,NA
"USA","United States of America","Adair Wind Farm",41.4236,-94.665,"Wind",NA,NA
"USA","United States of America","Adams Ave MS and HS",39.4114,-74.5309,"Solar",NA,NA
"USA","United States of America","Adams Community Solar Garden III LLC",39.7867,-104.5877,"Solar",NA,NA
"USA","United States of America","Adams Community Solar Garden LLC",39.7876,-104.5859,"Solar",NA,NA
"USA","United States of America","Adams Farm Solar",42.6,-72.2,"Solar",NA,NA
"USA","United States of America","Adams Wind",40.92,-94.6717,"Wind",NA,NA
"USA","United States of America","Adams Wind Farm",43.5548,-92.7241,"Wind",NA,NA
"USA","United States of America","Adams Wind Generations LLC",44.9169,-94.7356,"Wind",NA,NA
"USA","United States of America","Adelanto Solar  LLC",34.5572,-117.3775,"Solar",NA,NA
"USA","United States of America","Adelanto Solar II  LLC",34.5572,-117.3775,"Solar",NA,NA
"USA","United States of America","Adelanto Solar Project",34.5508,-117.4353,"Solar",NA,NA
"USA","United States of America","Adera Solar",37.1206,-120.3249,"Solar",NA,NA
"USA","United States of America","Adkins Energy LLC",42.3622,-89.8036,"Gas","IL","RFC"
"USA","United States of America","Adobe San Jose",37.3306,-121.8931,"Gas","CA","WECC"
"USA","United States of America","Adrian",43.6371,-95.9328,"Oil","MN","MRO"
"USA","United States of America","Adrian Energy Associates LLC",41.891,-83.9929,"Waste",NA,NA
"USA","United States of America","Advance Stores Company  Inc",42.015,-72.5119,"Solar",NA,NA
"USA","United States of America","Aeolus Wind Facility",36.4725,-101.3278,"Wind",NA,NA
"USA","United States of America","Aera San Ardo Cogen Facility",35.9533,-120.86,"Gas","CA","WECC"
"USA","United States of America","Aerojet I",38.6135,-121.1629,"Solar",NA,NA
"USA","United States of America","Aerojet II",38.6086,-121.1703,"Solar",NA,NA
"USA","United States of America","Afton Generating Station",32.1142,-106.8465,"Gas","NM","WECC"
"USA","United States of America","Agassiz Beach LLC",47.0053,-96.4356,"Wind",NA,NA
"USA","United States of America","Agawam Solar",42.0819,-72.6144,"Solar",NA,NA
"USA","United States of America","Agnews Power Plant",37.4058,-121.9272,"Gas","CA","WECC"
"USA","United States of America","AgriReNew",41.6919,-90.8664,"Biomass",NA,NA
"USA","United States of America","Agrilectric Power Partners Ltd",30.2012,-93.1269,"Waste","LA","SERC"
"USA","United States of America","Agrium Kenai Nitrogen Operations",60.6732,-151.3784,"Gas",NA,NA
"USA","United States of America","Agriwind",41.3017,-89.6236,"Wind",NA,NA
"USA","United States of America","Agua Caliente Solar Project",32.9774,-113.4945,"Solar",NA,NA
"USA","United States of America","Agua Fria",33.5561,-112.2153,"Gas","AZ","WECC"
"USA","United States of America","Agua Mansa Power Plant",34.0414,-117.3603,"Gas","CA","WECC"
"USA","United States of America","Aguirre",17.9533,-66.2312,"Gas",NA,NA
"USA","United States of America","Aguirre",17.9519,-66.2308,"Oil",NA,NA
"USA","United States of America","Aidlin Geothermal Power Plant",38.8339,-122.881,"Geothermal","CA","WECC"
"USA","United States of America","Ainsworth Wind",42.4489,-99.8917,"Wind",NA,NA
"USA","United States of America","Air Products Port Arthur",29.8665,-93.9651,"Gas","TX","SERC"
"USA","United States of America","Airport 1 Solar (DIA)",39.8994,-104.6753,"Solar",NA,NA
"USA","United States of America","Airport Industrial",38.2844,-104.5308,"Oil","CO","WECC"
"USA","United States of America","Ajax Solar",34.8309,-79.1194,"Solar",NA,NA
"USA","United States of America","Akron Recycle Energy Plant",41.0733,-81.5306,"Gas",NA,NA
"USA","United States of America","Akron WRF",41.1533,-81.5689,"Biomass",NA,NA
"USA","United States of America","Al Turi",41.4043,-74.3767,"Waste",NA,NA
"USA","United States of America","Alabama Pine Pulp",31.5825,-87.4889,"Biomass","AL","SERC"
"USA","United States of America","Alabama River Pulp",31.5825,-87.4889,"Biomass","AL","SERC"
"USA","United States of America","Alameda",37.7886,-122.2889,"Gas","CA","WECC"
"USA","United States of America","Alamo",34.8158,-118.6867,"Hydro",NA,NA
"USA","United States of America","Alamo 6",30.9931,-102.2708,"Solar",NA,NA
"USA","United States of America","Alamo Solar",34.6822,-117.3475,"Solar",NA,NA
"USA","United States of America","Alamogordo Solar Energy Center",32.8657,-105.9998,"Solar",NA,NA
"USA","United States of America","Alamosa",37.4594,-105.8947,"Gas","CO","WECC"
"USA","United States of America","Albany",40.245,-94.339,"Oil",NA,NA
"USA","United States of America","Albany Green Energy",31.5559,-84.1103,"Waste","GA","SERC"
"USA","United States of America","Albany Medical Ctr Cogen Plant",42.655,-73.7777,"Gas","NY","NPCC"
"USA","United States of America","Albany Solar",45.6413,-94.5993,"Solar",NA,NA
"USA","United States of America","Albemarle Hospital Unit",35.3636,-80.1939,"Oil","NC","SERC"
"USA","United States of America","Albemarle Prime Power Park",35.4072,-80.1518,"Oil","NC","SERC"
"USA","United States of America","Albemarle Solar Center LLC",35.2931,-77.5569,"Solar",NA,NA
"USA","United States of America","Albeni Falls",48.1802,-116.9986,"Hydro",NA,NA
"USA","United States of America","Albertson Solar LLC",35.093,-77.8127,"Solar",NA,NA
"USA","United States of America","Albertville",34.3634,-86.2239,"Oil",NA,NA
"USA","United States of America","Albuquerque Solar Energy Center",35.169,-106.6,"Solar",NA,NA
"USA","United States of America","Alcona",44.562,-83.8045,"Hydro",NA,NA
"USA","United States of America","Alcova",42.5484,-106.7175,"Hydro",NA,NA
"USA","United States of America","Alden Bailey Power Plant",46.1584,-123.406,"Gas",NA,NA
"USA","United States of America","Alder",46.8016,-122.3102,"Hydro",NA,NA
"USA","United States of America","Alethea I",40.0006,-74.735,"Solar",NA,NA
"USA","United States of America","Alexander",45.1875,-89.7553,"Hydro",NA,NA
"USA","United States of America","Alexander Wind Farm LLC",38.4247,-99.5075,"Wind",NA,NA
"USA","United States of America","Alexandria",45.8892,-95.3797,"Oil","MN","MRO"
"USA","United States of America","Algodones",35.3844,-106.4642,"Gas",NA,NA
"USA","United States of America","Algona",43.0733,-94.2392,"Oil","IA","MRO"
"USA","United States of America","Algonquin Power Sanger LLC",36.6842,-119.5522,"Gas","CA","WECC"
"USA","United States of America","Algonquin SKIC 10 Solar  LLC",35.1261,-119.2434,"Solar",NA,NA
"USA","United States of America","Algonquin SKIC20 Solar LLC",35.1261,-119.2433,"Solar",NA,NA
"USA","United States of America","Algonquin Windsor Locks",41.9227,-72.6255,"Gas","CT","NPCC"
"USA","United States of America","Alice Falls Hydro Project",44.5192,-73.4648,"Hydro",NA,NA
"USA","United States of America","Allatoona",34.1637,-84.7282,"Hydro",NA,NA
"USA","United States of America","Allegan Dam",42.5638,-85.954,"Hydro",NA,NA
"USA","United States of America","Allegany Cogen",42.5027,-78.0686,"Gas","NY","NPCC"
"USA","United States of America","Allegheny Energy Units 3 4 & 5",40.5453,-79.7686,"Gas","PA","RFC"
"USA","United States of America","Allegheny Hydro No 8",40.8966,-79.479,"Hydro",NA,NA
"USA","United States of America","Allegheny Hydro No 9",40.956,-79.5507,"Hydro",NA,NA
"USA","United States of America","Allegheny No 6 Hydro Station",40.7164,-79.5772,"Hydro",NA,NA
"USA","United States of America","Allegheny No. 5 Hydro Station",40.6829,-79.6653,"Hydro",NA,NA
"USA","United States of America","Allegheny Ridge Wind Farm",40.3839,-78.5794,"Wind",NA,NA
"USA","United States of America","Allen",35.0741,-90.1487,"Coal","TN","SERC"
"USA","United States of America","Allen S King",45.03,-92.7786,"Coal","MN","MRO"
"USA","United States of America","Allendale Biomass",32.995,-81.2819,"Waste",NA,NA
"USA","United States of America","Allendorf",43.4,-95.6333,"Wind",NA,NA
"USA","United States of America","Allens Falls",44.6603,-74.8603,"Hydro",NA,NA
"USA","United States of America","Allenwood",41.1511,-76.9178,"Waste",NA,NA
"USA","United States of America","Alliance Refinery",29.6833,-89.975,"Gas","LA","SERC"
"USA","United States of America","Alliant Energy Neenah",44.1936,-88.5064,"Gas","WI","RFC"
"USA","United States of America","Alliant SBD 8501 Aegon LI",42.0243,-91.704,"Oil",NA,NA
"USA","United States of America","Alliant SBD 8601 Quad Graphics",41.7958,-92.0592,"Oil",NA,NA
"USA","United States of America","Alliant SBD 8602 Marion Sub",42.0289,-91.5975,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD 9106 Rockwell CR",42.0356,-91.6458,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD 9107 JBS USA",42.056,-92.8971,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD 9201 Norplex",43.0906,-91.5542,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD 9203 Profol",41.935,-91.6361,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD 9205 A Y McDonald",42.4906,-90.745,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD 9206 Donaldson",43.3744,-92.1331,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD 9301 Prairie Farms",42.53,-90.6847,"Oil",NA,NA
"USA","United States of America","Alliant SBD 9302 Aegon NP",42.0264,-91.7042,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD 9403 Aegon DC",41.9167,-91.6542,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD 9502 Eaton",42.8381,-93.6033,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD 9901 Wells Fargo",41.9244,-91.6385,"Oil","IA","MRO"
"USA","United States of America","Alliant SBD0201 Ingredion",41.9701,-91.6662,"Oil","IA","MRO"
"USA","United States of America","Alliant SBG 9802 Toyota",42.0277,-91.7111,"Gas","IA","MRO"
"USA","United States of America","Allison Creek Hydro",61.0844,-146.3533,"Hydro",NA,NA
"USA","United States of America","Almond Power Plant",37.5744,-120.985,"Gas","CA","WECC"
"USA","United States of America","Aloha Solar Energy Fund 1 PK1",21.4069,-158.1514,"Solar",NA,NA
"USA","United States of America","Alpaca",41.6631,-76.8056,"Gas","PA","RFC"
"USA","United States of America","Alpaugh 50",35.8983,-119.4353,"Solar",NA,NA
"USA","United States of America","Alpaugh North",35.9025,-119.4428,"Solar",NA,NA
"USA","United States of America","Alpha Ridge LFG",39.305,-76.9019,"Waste",NA,NA
"USA","United States of America","Alpine Power Plant",45.0637,-84.8253,"Gas","MI","RFC"
"USA","United States of America","Alpine Solar",34.7892,-118.5047,"Solar",NA,NA
"USA","United States of America","Alsey",39.5698,-90.436,"Gas","IL","SERC"
"USA","United States of America","Alta Luna",32.572,-107.4865,"Solar",NA,NA
"USA","United States of America","Alta Municipal Utilities",42.6736,-95.3026,"Oil","IA","MRO"
"USA","United States of America","Alta Powerhouse",39.216,-120.8036,"Hydro",NA,NA
"USA","United States of America","Alta Wind Energy Center I",35.0337,-118.3534,"Wind",NA,NA
"USA","United States of America","Alta Wind Energy Center II",35.0239,-118.2953,"Wind",NA,NA
"USA","United States of America","Alta Wind Energy Center III",35.0239,-118.2953,"Wind",NA,NA
"USA","United States of America","Alta Wind Energy Center IV",35.0086,-118.2422,"Wind",NA,NA
"USA","United States of America","Alta Wind Energy Center V",35.0086,-118.2422,"Wind",NA,NA
"USA","United States of America","Alta Wind VIII",35.0267,-118.2348,"Wind",NA,NA
"USA","United States of America","Alta Wind X",35.06,-118.2,"Wind",NA,NA
"USA","United States of America","Alta Wind XI",35.065,-118.39,"Wind",NA,NA
"USA","United States of America","AltaGas Pomona Energy Inc.",34.0594,-117.7742,"Gas",NA,NA
"USA","United States of America","AltaGas Ripon Energy Inc.",37.7325,-121.116,"Gas","CA","WECC"
"USA","United States of America","Altamont",39.0687,-88.7555,"Oil","IL","SERC"
"USA","United States of America","Altamont Gas Recovery",37.7493,-121.6499,"Waste",NA,NA
"USA","United States of America","Altavista Power Station",37.1187,-79.2736,"Waste","VA","SERC"
"USA","United States of America","Altech III",33.915,-116.5551,"Wind",NA,NA
"USA","United States of America","Amalgamated Sugar LLC Nampa",43.6058,-116.5753,"Gas","ID","WECC"
"USA","United States of America","Amalgamated Sugar Twin Falls",42.5328,-114.4328,"Coal","ID","WECC"
"USA","United States of America","Amana Society Service Company",41.7932,-91.8918,"Oil","IA","MRO"
"USA","United States of America","Amazon",40.5664,-74.2214,"Solar",NA,NA
"USA","United States of America","Amazon - Patterson PV",37.4689,-121.1663,"Solar",NA,NA
"USA","United States of America","Amazon San Bernardino",34.0884,-117.2458,"Gas","CA","WECC"
"USA","United States of America","Ambler",67.088,-157.8567,"Oil","AK",NA
"USA","United States of America","Amedee Geothermal Venture I",40.3008,-120.105,"Geothermal",NA,NA
"USA","United States of America","Amelia",37.3097,-78.0589,"Waste","VA","SERC"
"USA","United States of America","Ameresco Butte County",39.674,-121.73,"Waste",NA,NA
"USA","United States of America","Ameresco Chicopee Energy",42.1626,-72.5367,"Waste",NA,NA
"USA","United States of America","Ameresco Chiquita Canyon",34.4317,-118.6429,"Waste",NA,NA
"USA","United States of America","Ameresco Dallas LLC",32.6486,-96.6444,"Waste",NA,NA
"USA","United States of America","Ameresco Delaware Central",39.0339,-75.7233,"Waste",NA,NA
"USA","United States of America","Ameresco Delaware South",38.5992,-75.4342,"Waste",NA,NA
"USA","United States of America","Ameresco Forward",37.8834,-121.1851,"Waste",NA,NA
"USA","United States of America","Ameresco Janesville",42.7083,-89.0208,"Waste",NA,NA
"USA","United States of America","Ameresco Jefferson City",38.5524,-92.0449,"Waste",NA,NA
"USA","United States of America","Ameresco Johnson Canyon",36.5342,-121.4086,"Waste",NA,NA
"USA","United States of America","Ameresco Keller Canyon",38.0039,-121.9345,"Waste",NA,NA
"USA","United States of America","Ameresco Ox Mountain",37.5,-122.4,"Waste",NA,NA
"USA","United States of America","Ameresco San Joaquin",38.0297,-120.9297,"Waste",NA,NA
"USA","United States of America","Ameresco Santa Cruz Energy",36.9178,-121.8156,"Waste",NA,NA
"USA","United States of America","Ameresco Stafford",38.3842,-77.4131,"Waste",NA,NA
"USA","United States of America","Ameresco Vasco Road",37.7544,-121.7289,"Waste",NA,NA
"USA","United States of America","American Crystal Sugar Crookston",47.7647,-96.6334,"Coal","MN","MRO"
"USA","United States of America","American Crystal Sugar Drayton",48.5932,-97.1761,"Coal","ND","MRO"
"USA","United States of America","American Crystal Sugar East Grand Forks",47.9272,-97.0072,"Coal","MN","MRO"
"USA","United States of America","American Crystal Sugar Hillsboro",47.4376,-97.0631,"Coal","ND","MRO"
"USA","United States of America","American Crystal Sugar Moorhead",46.9026,-96.7611,"Coal","MN","MRO"
"USA","United States of America","American Falls",42.7778,-112.8764,"Hydro",NA,NA
"USA","United States of America","American Falls Solar",42.824,-112.752,"Solar",NA,NA
"USA","United States of America","American Falls Solar II",42.824,-112.752,"Solar",NA,NA
"USA","United States of America","American Gypsum Cogeneration",39.6486,-106.9494,"Gas","CO","WECC"
"USA","United States of America","American Legion PV 1",36.4183,-77.6558,"Solar",NA,NA
"USA","United States of America","Ames Electric Services Power Plant",42.0258,-93.6089,"Gas","IA","MRO"
"USA","United States of America","Ames GT",42.0272,-93.5828,"Oil","IA","MRO"
"USA","United States of America","Ames Hydro",37.866,-107.8831,"Hydro",NA,NA
"USA","United States of America","Amethyst Solar",35.3169,-81.9264,"Solar",NA,NA
"USA","United States of America","Amherst College Co Gen",42.3717,-72.5122,"Gas","MA","NPCC"
"USA","United States of America","Amistad Dam & Power",29.4498,-101.0601,"Hydro",NA,NA
"USA","United States of America","Amoskeag",43.0022,-71.4721,"Hydro",NA,NA
"USA","United States of America","Ampersand Chowchilla Biomass LLC",37.1067,-120.2485,"Waste","CA","WECC"
"USA","United States of America","Amphitheater High School Solar",32.269,-110.975,"Solar",NA,NA
"USA","United States of America","Anacacho Wind Farm  LLC",29.2347,-100.2092,"Wind",NA,NA
"USA","United States of America","Anadarko",39.757,-81.1155,"Oil","OH","RFC"
"USA","United States of America","Anadarko Plant",35.0847,-98.23,"Gas","OK","MRO"
"USA","United States of America","Anaheim GT",33.8535,-117.8563,"Gas","CA","WECC"
"USA","United States of America","Anaheim Solar Energy Plant",33.8025,-117.9197,"Solar",NA,NA
"USA","United States of America","Anchor Wind  LLC",41.8508,-91.2342,"Wind",NA,NA
"USA","United States of America","Anchorage 1",61.2221,-149.8661,"Gas","AK","ASCC"
"USA","United States of America","Anclote",28.1844,-82.7886,"Gas","FL","SERC"
"USA","United States of America","Anderson",40.0529,-85.7389,"Gas","IN","RFC"
"USA","United States of America","Anderson Erickson",41.6014,-93.5765,"Oil","IA","MRO"
"USA","United States of America","Anderson Farm LLC",34.9756,-78.5167,"Solar",NA,NA
"USA","United States of America","Anderson Power Products Division",42.4714,-71.7433,"Oil","MA","NPCC"
"USA","United States of America","Anderson Ranch",43.3571,-115.4515,"Hydro",NA,NA
"USA","United States of America","Anderson Regional Landfill",34.5739,-82.4621,"Waste",NA,NA
"USA","United States of America","Anderson Wind I",33.0294,-103.8558,"Wind",NA,NA
"USA","United States of America","Anderson Wind II",33.0139,-103.865,"Wind",NA,NA
"USA","United States of America","Andrew Solar",35.1608,-77.1099,"Solar",NA,NA
"USA","United States of America","Andromeda Community Solar",44.9019,-94.0316,"Solar",NA,NA
"USA","United States of America","Androscoggin 3",44.1353,-70.2015,"Hydro",NA,NA
"USA","United States of America","Androscoggin Energy Center",44.5063,-70.2423,"Gas","ME","NPCC"
"USA","United States of America","Androscoggin Mill",44.5063,-70.2395,"Biomass","ME","NPCC"
"USA","United States of America","Angel Solar",35.6511,-81.2086,"Solar",NA,NA
"USA","United States of America","Angels",38.0719,-120.5394,"Hydro",NA,NA
"USA","United States of America","Angier Farm",35.5164,-78.75,"Solar",NA,NA
"USA","United States of America","Angoon",57.4992,-134.5861,"Oil","AK","ASCC"
"USA","United States of America","Angus Anson",43.6035,-96.6356,"Gas","SD","MRO"
"USA","United States of America","Anheuser-Busch #2",38.2336,-122.0925,"Wind",NA,NA
"USA","United States of America","Anheuser-Busch Jacksonville",30.4342,-81.6454,"Gas","FL","SERC"
"USA","United States of America","Anheuser-Busch St Louis",38.5978,-90.2107,"Gas","MO","SERC"
"USA","United States of America","Aniak",61.5807,-159.5356,"Oil","AK","ASCC"
"USA","United States of America","Animas",36.7251,-108.192,"Gas","NM","WECC"
"USA","United States of America","Anita",41.4442,-94.7665,"Oil","IA","MRO"
"USA","United States of America","Annandale Solar",45.247,-94.1069,"Solar",NA,NA
"USA","United States of America","Annex Creek",58.3176,-134.101,"Hydro",NA,NA
"USA","United States of America","Ansley",41.2892,-99.3863,"Gas","NE","MRO"
"USA","United States of America","Anson Abenaki Hydros",44.7975,-69.8867,"Hydro",NA,NA
"USA","United States of America","Anson County Generation Facility",34.9687,-79.9217,"Gas","NC","SERC"
"USA","United States of America","Antares-GRE 314 East Lyme LLC",41.4169,-72.2344,"Solar",NA,NA
"USA","United States of America","Antelope Big Sky Ranch",34.6948,-118.2877,"Solar",NA,NA
"USA","United States of America","Antelope DSR 1",34.6556,-118.2807,"Solar",NA,NA
"USA","United States of America","Antelope DSR 2",34.6869,-118.3117,"Solar",NA,NA
"USA","United States of America","Antelope Station",33.865,-101.8433,"Gas","TX","MRO"
"USA","United States of America","Antelope Valley",47.3705,-101.8357,"Coal","ND","MRO"
"USA","United States of America","Anthony",37.1517,-98.0311,"Gas","KS","MRO"
"USA","United States of America","Anthony Wayne Solar #1",41.6272,-83.5747,"Solar",NA,NA
"USA","United States of America","Antlia Community Solar",43.9065,-96.1382,"Solar",NA,NA
"USA","United States of America","Apache Solar 1",32.0681,-109.8904,"Solar",NA,NA
"USA","United States of America","Apache Station",32.0603,-109.8931,"Coal","AZ","WECC"
"USA","United States of America","Apalachia",35.1677,-84.2956,"Hydro",NA,NA
"USA","United States of America","Apex Generating Station",36.416,-114.9609,"Gas","NV","WECC"
"USA","United States of America","Apex Solar PV Power Project",36.39,-114.97,"Solar",NA,NA
"USA","United States of America","Apple Blossom Wind Farm",43.815,-83.315,"Wind",NA,NA
"USA","United States of America","Apple Campus 2 Fuel Cell",37.33,-122.01,"Waste",NA,NA
"USA","United States of America","Apple Campus 2 PV",37.33,-122.01,"Solar",NA,NA
"USA","United States of America","Apple Data Center - Fuel Cell 1&2",35.5883,-81.2667,"Waste",NA,NA
"USA","United States of America","Apple Data Center - PV2",35.7389,-81.2078,"Solar",NA,NA
"USA","United States of America","Apple Data Center PV",35.5881,-81.252,"Solar",NA,NA
