"country","country_long","name","latitude","longitude","primary_fuel","state","nerc"
"USA","United States of America","Crystal Mountain",46.9535,-121.4752,"Oil","WA","WECC"
"USA","United States of America","Crystal River",28.9656,-82.6977,"Coal","FL","SERC"
"USA","United States of America","Crystal Springs",42.6225,-114.5009,"Hydro",NA,NA
"USA","United States of America","Culbertson Generation Station",48.21,-104.3917,"Gas","MT","MRO"
"USA","United States of America","Cumberland (NJ)",39.3757,-74.9654,"Gas","NJ","RFC"
"USA","United States of America","Cumberland (TN)",36.3903,-87.6539,"Coal","TN","SERC"
"USA","United States of America","Cumberland (WI)",45.5336,-92.0224,"Gas","WI","MRO"
"USA","United States of America","Cumberland County PA LFG Recovery",40.1356,-77.5072,"Waste",NA,NA
"USA","United States of America","Cumberland County Solid Waste Complex",39.4494,-75.0928,"Waste",NA,NA
"USA","United States of America","Cumberland Rose",41.2269,-94.4347,"Wind",NA,NA
"USA","United States of America","Cummins  Inc",42.0812,-79.3612,"Solar",NA,NA
"USA","United States of America","Cunningham",32.7131,-103.3533,"Gas","NM","MRO"
"USA","United States of America","Currant Creek",39.8214,-111.8935,"Gas","UT","WECC"
"USA","United States of America","Currin Solar  LLC",36.2896,-78.6333,"Solar",NA,NA
"USA","United States of America","Curtis",40.6315,-100.5152,"Gas","NE","MRO"
"USA","United States of America","Curtis H Stanton Energy Center",28.4882,-81.1669,"Gas","FL","SERC"
"USA","United States of America","Curtis Hill Solar",42.175,-71.986,"Solar",NA,NA
"USA","United States of America","Curtis Palmer Hydroelectric",43.2469,-73.8281,"Hydro",NA,NA
"USA","United States of America","Cushaw",37.5929,-79.3808,"Hydro",NA,NA
"USA","United States of America","Cushing",35.9826,-96.7757,"Oil","OK","MRO"
"USA","United States of America","Cushman 1",47.4181,-123.2252,"Hydro",NA,NA
"USA","United States of America","Cushman 2",47.3698,-123.1603,"Hydro",NA,NA
"USA","United States of America","Custer Energy Center",44.0854,-87.7261,"Gas","WI","MRO"
"USA","United States of America","Cutler Hydro",41.8347,-112.0521,"Hydro",NA,NA
"USA","United States of America","Cutrale Citrus Juices USA I",28.8118,-81.8653,"Gas","FL","SERC"
"USA","United States of America","Cutrale Citrus Juices USA II",28.0548,-81.7982,"Gas","FL","SERC"
"USA","United States of America","Cuyama Solar  LLC",34.901,-119.596,"Solar",NA,NA
"USA","United States of America","Cuyamaca Peak Energy Plant",32.7965,-116.9721,"Gas","CA","WECC"
"USA","United States of America","Cymric 31X Cogen",35.3639,-119.6592,"Gas","CA","WECC"
"USA","United States of America","Cymric 36W Cogen",35.3633,-119.6756,"Gas","CA","WECC"
"USA","United States of America","Cymric 6Z Cogen",35.3461,-119.6434,"Gas","CA","WECC"
"USA","United States of America","Cyril",34.8981,-98.2279,"Solar",NA,NA
"USA","United States of America","D B Wilson",37.4497,-87.0806,"Coal","KY","SERC"
"USA","United States of America","D G Hunter",31.3207,-92.4613,"Gas","LA","SERC"
"USA","United States of America","DADS Gas Recovery",39.6522,-104.7161,"Waste",NA,NA
"USA","United States of America","DANC LFGTE Facility",43.82,-75.9175,"Waste",NA,NA
"USA","United States of America","DC Water CHP",38.8206,-77.0183,"Biomass",NA,NA
"USA","United States of America","DD Fayetteville Solar NC LLC",34.8344,-78.8436,"Solar",NA,NA
"USA","United States of America","DD Hay Road Solar 23 LLC",39.7367,-75.5117,"Solar",NA,NA
"USA","United States of America","DDR Shoppers World",42.3007,-71.3962,"Solar",NA,NA
"USA","United States of America","DE Solar 10240 Old Dowd Rd",35.2458,-80.9967,"Solar",NA,NA
"USA","United States of America","DE Solar 1725 Drywall Dr",35.3261,-80.9967,"Solar",NA,NA
"USA","United States of America","DE Solar 657 Brigham Rd",36.1053,-79.9692,"Solar",NA,NA
"USA","United States of America","DFW Gas Recovery",33.0196,-96.962,"Waste",NA,NA
"USA","United States of America","DG AMP Solar Bowling Green",41.396,-83.582,"Solar",NA,NA
"USA","United States of America","DG AMP Solar Front Royal",38.929,-78.18,"Solar",NA,NA
"USA","United States of America","DG Camden LLC Holtec",39.911,-75.1186,"Solar",NA,NA
"USA","United States of America","DG Whitefield LLC",44.358,-71.5449,"Waste",NA,NA
"USA","United States of America","DGS Central Utility Plant",38.5739,-121.5014,"Gas","CA","WECC"
"USA","United States of America","DL Windy Acres LLC",43.6514,-95.3686,"Wind",NA,NA
"USA","United States of America","DOE Golden NREL Main Campus",39.7409,-105.171,"Solar",NA,NA
"USA","United States of America","DOE Golden NWTC Load Side",39.909,-105.2318,"Solar",NA,NA
"USA","United States of America","DOE Golden NWTC Turbine Side",39.9139,-105.2153,"Wind",NA,NA
"USA","United States of America","DSH (CA) - Coalinga State Hospital",36.1373,-120.2185,"Solar",NA,NA
"USA","United States of America","DSM Pharmaceuticals",35.666,-77.3574,"Oil","NC","SERC"
"USA","United States of America","DSM Solar",40.8437,-75.0652,"Solar",NA,NA
"USA","United States of America","Dafter",46.3744,-84.4172,"Oil","MI","RFC"
"USA","United States of America","Daguao",18.2325,-65.6677,"Gas",NA,NA
"USA","United States of America","Dahlberg",34.0423,-83.3977,"Gas","GA","SERC"
"USA","United States of America","Dahowa Hydro",43.1033,-73.5369,"Hydro",NA,NA
"USA","United States of America","Dairyland WTE Plant",44.5401,-87.8056,"Biomass",NA,NA
"USA","United States of America","Dakota Magic",45.9386,-96.8358,"Oil",NA,NA
"USA","United States of America","Dale Hollow",36.5378,-85.4517,"Hydro",NA,NA
"USA","United States of America","Dalles Dam North Fishway Project",45.6144,-121.1369,"Hydro",NA,NA
"USA","United States of America","Dallman",39.7548,-89.6024,"Coal","IL","SERC"
"USA","United States of America","Dalton 2",34.7181,-84.9319,"Solar",NA,NA
"USA","United States of America","Dam 2",33.9865,-91.3158,"Hydro",NA,NA
"USA","United States of America","Dam No. 4 Hydro Station",39.4931,-77.8269,"Hydro",NA,NA
"USA","United States of America","Dam No. 5 Hydro Station",39.605,-77.9231,"Hydro",NA,NA
"USA","United States of America","Dan E Karn",43.645,-83.8401,"Gas","MI","RFC"
"USA","United States of America","Dan River",36.4862,-79.7208,"Gas","NC","SERC"
"USA","United States of America","Danbury Dam",46,-92.3725,"Hydro",NA,NA
"USA","United States of America","Danbury Diesel",46.0028,-92.3714,"Oil","WI","MRO"
"USA","United States of America","Danbury Hospital Cogen Plant",41.4053,-73.4475,"Gas","CT","NPCC"
"USA","United States of America","Dandan Solar Power Plant",13.3035,144.7492,"Solar",NA,NA
"USA","United States of America","Dane County Landfill #2 Rodefeld",43.0453,-89.2539,"Waste",NA,NA
"USA","United States of America","Daniel Farm LLC",35.8489,-80.5536,"Solar",NA,NA
"USA","United States of America","Danielson Wind Farms LLC",45.0717,-94.7522,"Wind",NA,NA
"USA","United States of America","Dansby",30.7217,-96.4608,"Gas","TX","TRE"
"USA","United States of America","Danskammer Generating Station",41.5712,-73.975,"Gas","NY","NPCC"
"USA","United States of America","Danville Kentuck Road Plant",36.6533,-79.2906,"Oil",NA,NA
"USA","United States of America","Danville New Design Plant",36.6308,-79.3894,"Oil",NA,NA
"USA","United States of America","Danville Westover Plant",36.6114,-79.4631,"Oil","VA","RFC"
"USA","United States of America","Darby Power  LLC",39.7139,-83.1778,"Gas",NA,NA
"USA","United States of America","Darbytown",37.4982,-77.3685,"Gas","VA","SERC"
"USA","United States of America","Dardanelle",35.2503,-93.1686,"Hydro",NA,NA
"USA","United States of America","Darlington County",34.4185,-80.1657,"Gas","SC","SERC"
"USA","United States of America","Darlington Solar  LLC",34.32,-79.917,"Solar",NA,NA
"USA","United States of America","Darrington",48.2697,-121.6,"Waste",NA,NA
"USA","United States of America","Dart Container Corp",40.0865,-76.176,"Waste",NA,NA
"USA","United States of America","Dartmouth",41.6761,-70.9969,"Solar",NA,NA
"USA","United States of America","Dartmouth College Heating Plant",43.7019,-72.2867,"Oil","NH","NPCC"
"USA","United States of America","Dartmouth II Solar",41.6806,-71.0308,"Solar",NA,NA
"USA","United States of America","Dartmouth Landfill",41.5811,-70.9981,"Solar",NA,NA
"USA","United States of America","Dartmouth Power Associates LP",41.6731,-70.9994,"Gas","MA","NPCC"
"USA","United States of America","Dartmouth Solar",41.7158,-70.9744,"Solar",NA,NA
"USA","United States of America","Dashville",41.8217,-74.0497,"Hydro",NA,NA
"USA","United States of America","Dave Gates Generating Station",46.1047,-112.8766,"Gas","MT","WECC"
"USA","United States of America","Dave Johnston",42.8378,-105.7769,"Coal","WY","WECC"
"USA","United States of America","Davenport Water Pollution Control Plant",41.4928,-90.6275,"Biomass","IA","MRO"
"USA","United States of America","David City",41.2547,-97.1192,"Oil","NE","MRO"
"USA","United States of America","Davidson Gas Producers LLC",35.8413,-80.1835,"Waste",NA,NA
"USA","United States of America","Davis Besse",41.5967,-83.0861,"Nuclear",NA,NA
"USA","United States of America","Davis Dam",35.197,-114.5707,"Hydro",NA,NA
"USA","United States of America","Davis Lane Solar  LLC",36.1073,-76.5292,"Solar",NA,NA
"USA","United States of America","Davis Monthan AFB (AZ) West Airfield",32.1736,-110.8997,"Solar",NA,NA
"USA","United States of America","Day County Wind LLC",45.215,-97.9056,"Wind",NA,NA
"USA","United States of America","Daystar Solar",35.0356,-77.2025,"Solar",NA,NA
"USA","United States of America","Dayton (IA)",42.2602,-94.0692,"Oil","IA","MRO"
"USA","United States of America","Dayton Cutoff Solar",45.17,-123.135,"Solar",NA,NA
"USA","United States of America","Dayton Hydro",41.3878,-88.7897,"Hydro",NA,NA
"USA","United States of America","Daytona International Speedway Solar",29.1702,-81.0641,"Solar",NA,NA
"USA","United States of America","De Pere Energy Center",44.4486,-88.072,"Gas","WI","MRO"
"USA","United States of America","De Sabla",39.8693,-121.6318,"Hydro",NA,NA
"USA","United States of America","DeBary",28.9039,-81.3323,"Oil","FL","SERC"
"USA","United States of America","DeCordova Steam Electric Station",32.4031,-97.7006,"Gas","TX","TRE"
"USA","United States of America","DeKalb Medical Center-Hillandale",33.7036,-84.1494,"Oil",NA,NA
"USA","United States of America","DeRidder Mill",30.8606,-93.3756,"Biomass","LA","SERC"
"USA","United States of America","DeSoto Next Generation Solar Energy",27.3232,-81.8019,"Solar",NA,NA
"USA","United States of America","DeWind Frisco",36.4985,-101.6053,"Wind",NA,NA
"USA","United States of America","Deadwood Creek",39.53,-121.0958,"Hydro",NA,NA
"USA","United States of America","Dean",42.7725,-82.4953,"Gas","MI","RFC"
"USA","United States of America","Dean Drive Area Electric Generators",38.7486,-77.4908,"Oil",NA,NA
"USA","United States of America","Dearborn",34.5583,-80.8914,"Hydro",NA,NA
"USA","United States of America","Dearborn Industrial Generation",42.3026,-83.154,"Gas","MI","RFC"
"USA","United States of America","Decatur Co. Solar RES (IN)",39.3379,-85.5064,"Solar",NA,NA
"USA","United States of America","Decatur County Solar Project",30.965,-84.6261,"Solar",NA,NA
"USA","United States of America","Decatur Energy Center",34.6292,-87.0214,"Gas","AL","SERC"
"USA","United States of America","Decatur Parkway Solar Project  LLC",30.9919,-84.6339,"Solar",NA,NA
"USA","United States of America","Decatur-Morgan Co LFG Recovery Project",34.6236,-87.1011,"Waste",NA,NA
"USA","United States of America","Decker Creek",30.3033,-97.6128,"Gas","TX","TRE"
"USA","United States of America","Decorative Panels Intl",45.0628,-83.4233,"Gas","MI","RFC"
"USA","United States of America","Dededo CT 1",13.417,144.6869,"Oil",NA,NA
"USA","United States of America","Deep Branch Farm",34.6708,-79.1994,"Solar",NA,NA
"USA","United States of America","Deep Creek",39.523,-79.413,"Hydro",NA,NA
"USA","United States of America","Deer Creek (UT)",40.4044,-111.5284,"Hydro",NA,NA
"USA","United States of America","Deer Creek PH",39.2981,-120.8443,"Hydro",NA,NA
"USA","United States of America","Deer Creek PV",40.51,-85.64,"Solar",NA,NA
"USA","United States of America","Deer Creek Station",44.2908,-96.5267,"Gas","SD","MRO"
"USA","United States of America","Deer Island Treatment Plant",42.3533,-70.9628,"Oil","MA","NPCC"
"USA","United States of America","Deer Park",40.7608,-73.1939,"Solar",NA,NA
"USA","United States of America","Deer Park Energy Center",29.7134,-95.1345,"Gas","TX","TRE"
"USA","United States of America","Deer Rips",44.1346,-70.2037,"Hydro",NA,NA
"USA","United States of America","Deercroft I & II LFGTE",41.6514,-86.9036,"Waste",NA,NA
"USA","United States of America","Deerfield 2",42.5731,-72.7073,"Hydro",NA,NA
"USA","United States of America","Deerfield 3",42.5995,-72.7335,"Hydro",NA,NA
"USA","United States of America","Deerfield 4",42.6198,-72.7376,"Hydro",NA,NA
"USA","United States of America","Deerfield 5",42.6912,-72.9561,"Hydro",NA,NA
"USA","United States of America","Deerfield CSG Solar",42.5629,-72.5892,"Solar",NA,NA
"USA","United States of America","Deerfield Wind Energy  LLC",43.9419,-82.8987,"Wind",NA,NA
"USA","United States of America","Deerfield Wind LLC",42.8772,-72.9937,"Wind",NA,NA
"USA","United States of America","Deerhaven Generating Station",29.7592,-82.3878,"Coal","FL","SERC"
"USA","United States of America","Deertrack Park Gas Recovery",43.09,-88.7397,"Waste",NA,NA
"USA","United States of America","Deferiet",44.0381,-75.6806,"Hydro",NA,NA
"USA","United States of America","Degray",34.2119,-93.111,"Hydro",NA,NA
"USA","United States of America","Dekalb Medical Center",33.7919,-84.2831,"Oil",NA,NA
"USA","United States of America","Del Ranch Company",33.1646,-115.616,"Geothermal","CA","WECC"
"USA","United States of America","Delano",45.0414,-93.7905,"Oil","MN","MRO"
"USA","United States of America","Delano Energy Center",35.7909,-119.2945,"Gas","CA","WECC"
"USA","United States of America","Delano Land 1",35.7612,-119.3444,"Solar",NA,NA
"USA","United States of America","Delaware City 10",39.6004,-75.6268,"Oil","DE","RFC"
"USA","United States of America","Delaware City Plant",39.5871,-75.6343,"Gas","DE","RFC"
"USA","United States of America","Delaware Generating Station",39.968,-75.1252,"Oil","PA","RFC"
"USA","United States of America","Delco Farm",34.319,-78.2091,"Solar",NA,NA
"USA","United States of America","Delilah Road Landfill",39.4161,-74.5439,"Solar",NA,NA
"USA","United States of America","Dell Power Station",35.8619,-90.0253,"Gas","AR","SERC"
"USA","United States of America","Dells",44.8281,-91.5111,"Hydro",NA,NA
"USA","United States of America","Delray",42.2947,-83.1019,"Gas","MI","RFC"
"USA","United States of America","Delta Energy Center",38.0169,-121.8439,"Gas","CA","WECC"
"USA","United States of America","Delta Power",64.0281,-145.7194,"Oil","AK","ASCC"
"USA","United States of America","Delta Wind Farm",64.0139,-145.5967,"Wind",NA,NA
"USA","United States of America","Dement Farm LLC",36.27,-78.3483,"Solar",NA,NA
"USA","United States of America","Demille Solar Farm",43.04,-83.3332,"Solar",NA,NA
"USA","United States of America","Deming Solar Energy Center",32.1658,-107.7506,"Solar",NA,NA
"USA","United States of America","Demoss Petrie",32.2523,-110.9921,"Gas","AZ","WECC"
"USA","United States of America","Dempsey Ridge Wind Farm",35.5298,-99.8145,"Wind",NA,NA
"USA","United States of America","Denison",33.8181,-96.5692,"Hydro",NA,NA
"USA","United States of America","Denison Solar Array",40.0733,-82.518,"Solar",NA,NA
"USA","United States of America","Dennis Landfill",41.6931,-70.145,"Solar",NA,NA
"USA","United States of America","Dennison",40.7631,-73.3236,"Solar",NA,NA
"USA","United States of America","Denton Power LLC",33.1919,-97.0761,"Waste",NA,NA
"USA","United States of America","Denver Braswell PV",31.3,-83.8,"Solar",NA,NA
"USA","United States of America","Denver Int Airport",39.8368,-104.6971,"Solar",NA,NA
"USA","United States of America","Denver Intl Airport IV Solar",39.9006,-104.6694,"Solar",NA,NA
"USA","United States of America","Denver Metro Solar",39.7593,-104.6211,"Solar",NA,NA
"USA","United States of America","Depot Hill Solar",42.153,-71.988,"Solar",NA,NA
"USA","United States of America","Depot Park Solar System",38.515,-121.3983,"Solar",NA,NA
"USA","United States of America","Dept of Corrections NCCI Wind",42.5722,-71.9447,"Wind",NA,NA
"USA","United States of America","Dept of General Services -FTB",38.565,-121.343,"Solar",NA,NA
"USA","United States of America","Derby Hydro",41.3243,-73.1021,"Hydro",NA,NA
"USA","United States of America","Dermott Wind",32.8638,-100.9751,"Wind",NA,NA
"USA","United States of America","Des Moines Wastewater Reclamation Fac",41.5734,-93.5577,"Biomass","IA","MRO"
"USA","United States of America","Des Plaines Gas Recovery",42.0671,-87.8862,"Waste",NA,NA
"USA","United States of America","Desert Basin",32.9042,-111.7889,"Gas","AZ","WECC"
"USA","United States of America","Desert Green Solar Farm LLC",33.2706,-116.3481,"Solar",NA,NA
"USA","United States of America","Desert Hot Springs Solar",33.9231,-116.53,"Solar",NA,NA
"USA","United States of America","Desert Meadow Windfarm",43.0566,-115.452,"Wind",NA,NA
"USA","United States of America","Desert Peak Power Plant",39.754,-118.9535,"Geothermal","NV","WECC"
"USA","United States of America","Desert Sky",30.9178,-102.0867,"Wind",NA,NA
"USA","United States of America","Desert Star Energy Center",35.7889,-114.9942,"Gas","NV","WECC"
"USA","United States of America","Desert Sunlight 250  LLC",33.8055,-115.3947,"Solar",NA,NA
"USA","United States of America","Desert Sunlight 300  LLC",33.8231,-115.3939,"Solar",NA,NA
"USA","United States of America","Desert View Power",33.586,-116.0873,"Waste","CA","WECC"
"USA","United States of America","Desert Wind Farm  LLC",36.31,-76.42,"Wind",NA,NA
"USA","United States of America","Deshler",40.1408,-97.7239,"Oil",NA,NA
"USA","United States of America","Dessie Solar Center LLC",34.3028,-78.8358,"Solar",NA,NA
"USA","United States of America","Detour",45.9836,-83.9079,"Oil","MI","RFC"
"USA","United States of America","Detroit",44.7224,-122.2511,"Hydro",NA,NA
"USA","United States of America","Detroit Lakes",46.8175,-95.8433,"Oil","MN","MRO"
"USA","United States of America","Deutsche Bank- Piscataway Solar",40.5458,-74.4964,"Solar",NA,NA
"USA","United States of America","Devens",42.5592,-71.6259,"Solar",NA,NA
"USA","United States of America","Devil Canyon",34.2056,-117.3344,"Hydro",NA,NA
"USA","United States of America","Devon Station",41.2098,-73.109,"Oil","CT","NPCC"
"USA","United States of America","Deweys Mill",43.6411,-72.4061,"Hydro",NA,NA
"USA","United States of America","Dexter",43.9242,-122.8055,"Hydro",NA,NA
"USA","United States of America","Dexter Plant",44.004,-76.0413,"Hydro",NA,NA
"USA","United States of America","Diablo",48.7139,-121.1317,"Hydro",NA,NA
"USA","United States of America","Diablo Canyon",35.2115,-120.8555,"Nuclear",NA,NA
"USA","United States of America","Diablo Wind LLC",37.7637,-121.6144,"Wind",NA,NA
"USA","United States of America","Diamond Island Plant",43.9786,-75.8861,"Hydro",NA,NA
"USA","United States of America","Diamond Valley Lake",33.6808,-117.0698,"Hydro",NA,NA
"USA","United States of America","Diamond Valley Solar Project",33.7131,-117.0725,"Solar",NA,NA
"USA","United States of America","Diamond Willow Wind Facility",46.2753,-104.1836,"Wind",NA,NA
"USA","United States of America","Diana Hydroelectric",44.1519,-75.3217,"Hydro",NA,NA
"USA","United States of America","Dibrell Farm",36.4717,-79.5281,"Solar",NA,NA
"USA","United States of America","Dickerson",39.2097,-77.4644,"Coal","MD","RFC"
"USA","United States of America","Dickinson Solar Array",45.1144,-93.8138,"Solar",NA,NA
"USA","United States of America","Dicks Creek",39.465,-84.3778,"Gas","OH","RFC"
"USA","United States of America","Diesel Generators",43.0802,-89.3747,"Oil","WI","MRO"
"USA","United States of America","Dietrich Drop",42.836,-114.268,"Hydro",NA,NA
"USA","United States of America","Difwind Farms Ltd I",33.8989,-116.5728,"Wind",NA,NA
"USA","United States of America","Difwind Farms Ltd II",33.8937,-116.5678,"Wind",NA,NA
"USA","United States of America","Difwind Farms Ltd V",33.8874,-116.5782,"Wind",NA,NA
"USA","United States of America","Difwind Farms Ltd VI",35.0506,-118.1714,"Wind",NA,NA
"USA","United States of America","Dighton Power Plant",41.8312,-71.1239,"Gas","MA","NPCC"
"USA","United States of America","Dike City Power Plant",42.4622,-92.6264,"Oil","IA","MRO"
"USA","United States of America","Dillard Complex",43.0895,-123.4156,"Waste","OR","WECC"
"USA","United States of America","Dillingham",59.0429,-158.4686,"Oil","AK","ASCC"
"USA","United States of America","Dillon Hydro Plant",39.6208,-106.0662,"Hydro",NA,NA
"USA","United States of America","Dillon Wind LLC",33.9393,-116.5527,"Wind",NA,NA
"USA","United States of America","Dinosaur Point",37.0478,-121.1708,"Wind",NA,NA
"USA","United States of America","Dinuba Energy",36.5715,-119.4192,"Waste",NA,NA
"USA","United States of America","Dinuba Wastewater Treatment Plant",36.5381,-119.4264,"Solar",NA,NA
"USA","United States of America","Dion R Holm",37.8966,-119.9675,"Hydro",NA,NA
"USA","United States of America","District 70 Transco Gas Pipe Line",31.2479,-90.1991,"Cogeneration",NA,NA
"USA","United States of America","Division 1",34.7083,-118.1306,"Solar",NA,NA
"USA","United States of America","Division 2",34.7083,-118.1306,"Solar",NA,NA
"USA","United States of America","Division 3",34.7083,-118.1306,"Solar",NA,NA
"USA","United States of America","Dix Dam",37.7864,-84.7028,"Hydro",NA,NA
"USA","United States of America","Dix Solar  L.L.C",39.9774,-74.6219,"Solar",NA,NA
"USA","United States of America","Dixon Dairy Road Solar",35.1992,-81.4108,"Solar",NA,NA
"USA","United States of America","Dixon Hydroelectric Dam",41.8453,-89.4813,"Hydro",NA,NA
"USA","United States of America","Dodge Center Solar",44.026,-92.8816,"Solar",NA,NA
"USA","United States of America","Dodge Falls Associates",44.2081,-72.0581,"Hydro",NA,NA
"USA","United States of America","Dodge Holdco Solar",44.0224,-92.757,"Solar",NA,NA
"USA","United States of America","Dodge Park Engine No 1",39.9524,-83.0144,"Oil","OH","RFC"
"USA","United States of America","DodgeSun CSG",44.0404,-92.69,"Solar",NA,NA
"USA","United States of America","Dogwood Energy Facility",38.7931,-94.3006,"Gas","MO","MRO"
"USA","United States of America","Dogwood Solar  LLC",36.125,-77.4092,"Solar",NA,NA
"USA","United States of America","Dolet Hills",32.0306,-93.5692,"Coal","LA","SERC"
"USA","United States of America","Dolgeville Hydro",43.0906,-74.767,"Hydro",NA,NA
"USA","United States of America","Dome Project",35.2208,-119.5831,"Gas","CA","WECC"
"USA","United States of America","Dominguez Plant",33.8431,-118.2347,"Cogeneration",NA,NA
"USA","United States of America","Dominion/Lo Mar",38.7443,-77.4974,"Oil","VA","SERC"
"USA","United States of America","Domino Farms Solar",42.3234,-83.6803,"Solar",NA,NA
"USA","United States of America","Domino Sugar Arabi Plant",29.9468,-90.0018,"Gas","LA","SERC"
"USA","United States of America","Domino Sugar Baltimore",39.2744,-76.5956,"Gas","MD","RFC"
"USA","United States of America","Domtar - Woodland Mill",45.1554,-67.4012,"Biomass",NA,NA
"USA","United States of America","Domtar Kingsport Mill",36.5489,-82.5667,"Biomass","TN","RFC"
"USA","United States of America","Domtar Paper Co LLC Plymouth NC",35.8628,-76.7831,"Waste","NC","SERC"
"USA","United States of America","Domtar Paper Company Rothschild",44.8867,-89.6272,"Hydro",NA,NA
"USA","United States of America","Don A Campbell 1 Geothermal",38.8367,-118.3239,"Geothermal","NV","WECC"
"USA","United States of America","Don A Campbell 2 Geothermal",38.8358,-118.3253,"Geothermal","NV","WECC"
"USA","United States of America","Don Henry",40.5832,-98.4201,"Gas","NE","MRO"
"USA","United States of America","Don Pedro",37.696,-120.4202,"Hydro",NA,NA
"USA","United States of America","Donald C Cook",41.9756,-86.5652,"Nuclear",NA,NA
"USA","United States of America","Donald Von Raesfeld Power Plant",37.3767,-121.9508,"Gas","CA","WECC"
"USA","United States of America","Donnells",38.2467,-120.0341,"Hydro",NA,NA
"USA","United States of America","Dorchester Biomass",33.2386,-80.4503,"Waste",NA,NA
"USA","United States of America","Dorchester Solar Site",42.3008,-71.0472,"Solar",NA,NA
"USA","United States of America","Doreen",42.4433,-73.2058,"Oil","MA","NPCC"
"USA","United States of America","Dorena Hydro-Electric Facility",43.7867,-122.9581,"Hydro",NA,NA
"USA","United States of America","Dos Bocas",18.3359,-66.6663,"Hydro",NA,NA
"USA","United States of America","Doswell Energy Center",37.8208,-77.4462,"Gas","VA","SERC"
"USA","United States of America","Double A Digester",42.8539,-114.4719,"Biomass",NA,NA
"USA","United States of America","Double C Generation Limited Partnership",35.5005,-119.046,"Gas","CA","WECC"
"USA","United States of America","Douglas",31.3641,-109.5538,"Oil","AZ","WECC"
"USA","United States of America","Douglas County Forest Products",43.2898,-123.3616,"Waste",NA,NA
"USA","United States of America","Douglas Dam",35.9623,-83.5393,"Hydro",NA,NA
"USA","United States of America","Douglas Solar",42.06,-71.73,"Solar",NA,NA
"USA","United States of America","Dover",40.5201,-81.4681,"Coal","OH","RFC"
"USA","United States of America","Dover Peaking",40.5416,-81.4985,"Oil","OH","RFC"
"USA","United States of America","Dover Sun Park",39.1836,-75.5044,"Solar",NA,NA
"USA","United States of America","Dow Jones South Brunswick Solar",40.3698,-74.5868,"Solar",NA,NA
"USA","United States of America","Dow St Charles Operations",29.9861,-90.4414,"Gas","LA","SERC"
"USA","United States of America","Downs Farm Solar",36.3619,-76.9169,"Solar",NA,NA
"USA","United States of America","Downsville DPC Solar",44.8142,-91.8841,"Solar",NA,NA
"USA","United States of America","Downtown",36.6803,-76.9219,"Oil","VA","SERC"
"USA","United States of America","Doyle Energy Facility",33.8377,-83.6996,"Gas","GA","SERC"
"USA","United States of America","Dragstrip Farm",35.7581,-81.4161,"Solar",NA,NA
"USA","United States of America","Dresden Energy Facility",40.0928,-82.0276,"Gas","OH","RFC"
"USA","United States of America","Dresden Generating Station",41.39,-88.27,"Nuclear",NA,NA
"USA","United States of America","Drews Generating Facility",34.0609,-117.3532,"Gas","CA","WECC"
"USA","United States of America","Drexel Operations Center",35.7481,-81.6072,"Oil","NC","SERC"
"USA","United States of America","Drift Sand Wind Project LLC",34.8278,-97.9572,"Wind",NA,NA
"USA","United States of America","Drop 1",32.7116,-114.9427,"Hydro",NA,NA
"USA","United States of America","Drop 2 (CA)",32.7054,-115.031,"Hydro",NA,NA
"USA","United States of America","Drop 2 (WA)",46.4492,-120.5342,"Hydro",NA,NA
"USA","United States of America","Drop 3 (CA)",32.7054,-115.1261,"Hydro",NA,NA
"USA","United States of America","Drop 3 (WA)",46.4231,-120.56,"Hydro",NA,NA
"USA","United States of America","Drop 4",32.7053,-115.2191,"Hydro",NA,NA
"USA","United States of America","Drop 5",38.4044,-107.8102,"Hydro",NA,NA
"USA","United States of America","Drop 5",32.6731,-115.392,"Hydro",NA,NA
"USA","United States of America","Drum 1",39.2569,-120.7674,"Hydro",NA,NA
"USA","United States of America","Drum 2",39.2574,-120.767,"Hydro",NA,NA
"USA","United States of America","Dry Creek LFG to Energy Project",42.3844,-122.7718,"Waste",NA,NA
"USA","United States of America","Dry Creek Project",44.0274,-112.7194,"Hydro",NA,NA
"USA","United States of America","Dry Fork Station",44.3889,-105.4608,"Coal","WY","WECC"
"USA","United States of America","Dry Lake Wind II LLC",34.6062,-110.1734,"Wind",NA,NA
"USA","United States of America","Dry Lake Wind LLC",34.6596,-110.2842,"Wind",NA,NA
"USA","United States of America","Du Bay",44.6647,-89.6511,"Hydro",NA,NA
"USA","United States of America","Duane Arnold Energy Center",42.1011,-91.7781,"Nuclear",NA,NA
"USA","United States of America","Dublin Solar I",32.581,-82.926,"Solar",NA,NA
"USA","United States of America","Duck Creek",40.4663,-89.9841,"Coal","IL","SERC"
"USA","United States of America","Duke Building 129",39.9108,-86.2453,"Solar",NA,NA
"USA","United States of America","Duke Building 87",39.8908,-86.2556,"Solar",NA,NA
"USA","United States of America","Duke Building 98",39.9047,-86.26,"Solar",NA,NA
"USA","United States of America","Dulles",34.0301,-117.5178,"Solar",NA,NA
"USA","United States of America","Duluth Paper Mill",46.735,-92.1621,"Other",NA,NA
"USA","United States of America","Dunkirk Generating Plant",42.4915,-79.3466,"Coal",NA,NA
"USA","United States of America","Dunlap",42.0436,-106.1603,"Wind",NA,NA
"USA","United States of America","Dunlap TP 1",29.6402,-98.0459,"Hydro",NA,NA
