name,class,attribute,value
CHN_Gas_SichuanGuangan7154,Generator,Longitude,106.91
CHN_Gas_SichuanGuangne7155,Generator,Latitude,30.4167
CHN_Gas_SichuanGuangne7155,Generator,Longitude,106.8733
CHN_Gas_Sulige7260,Generator,Latitude,38.54
CHN_Gas_Sulige7260,Generator,Longitude,108.81
CHN_Gas_SuzhouGCLGa7266,Generator,Latitude,31.3
CHN_Gas_SuzhouGCLGa7266,Generator,Longitude,120.8
CHN_Gas_SuzhouLandfill7269,Generator,Latitude,38.5825
CHN_Gas_SuzhouLandfill7269,Generator,Longitude,117.0037
CHN_Gas_TianjinShuangk7318,Generator,Latitude,38.57
CHN_Gas_TianjinShuangk7318,Generator,Longitude,116.71
CHN_Gas_WangtingGas7377,Generator,Latitude,31.44
CHN_Gas_WangtingGas7377,Generator,Longitude,120.44
CHN_Gas_WantianCoalMi7383,Generator,Latitude,25.955
CHN_Gas_WantianCoalMi7383,Generator,Longitude,104.7881
CHN_Gas_WudaWuhushanC7406,Generator,Latitude,39.505
CHN_Gas_WudaWuhushanC7406,Generator,Longitude,106.6267
CHN_Gas_WuhanJiangbei7412,Generator,Latitude,30.683
CHN_Gas_WuhanJiangbei7412,Generator,Longitude,113.967
CHN_Gas_WuhanXinzhouC7414,Generator,Latitude,30.7353
CHN_Gas_WuhanXinzhouC7414,Generator,Longitude,114.5439
CHN_Gas_WuxiTaohuashan7435,Generator,Latitude,31.3429
CHN_Gas_WuxiTaohuashan7435,Generator,Longitude,120.1718
CHN_Gas_XiamenDongfuL7443,Generator,Latitude,24.554
CHN_Gas_XiamenDongfuL7443,Generator,Longitude,117.932
CHN_Gas_XiamenEastern7444,Generator,Latitude,24.722
CHN_Gas_XiamenEastern7444,Generator,Longitude,118.281
CHN_Gas_XiamenWestern7446,Generator,Latitude,24.504
CHN_Gas_XiamenWestern7446,Generator,Longitude,117.983
CHN_Gas_Xiaoshan7469,Generator,Latitude,30.05
CHN_Gas_Xiaoshan7469,Generator,Longitude,120.23
CHN_Gas_XiningAiyuanL7502,Generator,Latitude,36.6041
CHN_Gas_XiningAiyuanL7502,Generator,Longitude,101.7295
CHN_Gas_XinjiangDahuan7512,Generator,Latitude,44.04
CHN_Gas_XinjiangDahuan7512,Generator,Longitude,88.64
CHN_Gas_YangpuGas7588,Generator,Latitude,19.72
CHN_Gas_YangpuGas7588,Generator,Longitude,109.18
CHN_Gas_YangquanCoalM7590,Generator,Latitude,38.31
CHN_Gas_YangquanCoalM7590,Generator,Longitude,112.54
CHN_Gas_YangquanNanmei7591,Generator,Latitude,37.8342
CHN_Gas_YangquanNanmei7591,Generator,Longitude,113.5625
CHN_Gas_YangquanYinyin7592,Generator,Latitude,37.8
CHN_Gas_YangquanYinyin7592,Generator,Longitude,113.5
CHN_Gas_YangzhouCityW7597,Generator,Latitude,34.4622
CHN_Gas_YangzhouCityW7597,Generator,Longitude,119.305
CHN_Gas_YichangHuangji7618,Generator,Latitude,30.7567
CHN_Gas_YichangHuangji7618,Generator,Longitude,111.3222
CHN_Gas_Yizhuang7649,Generator,Latitude,39.78
CHN_Gas_Yizhuang7649,Generator,Longitude,116.5
CHN_Gas_YongchengXuehu7652,Generator,Latitude,34.1236
CHN_Gas_YongchengXuehu7652,Generator,Longitude,116.4497
CHN_Gas_YongkangWaste7655,Generator,Latitude,28.7586
CHN_Gas_YongkangWaste7655,Generator,Longitude,119.8944
CHN_Gas_YuhuanWasteIn7673,Generator,Latitude,28.1553
CHN_Gas_YuhuanWasteIn7673,Generator,Longitude,121.1903
CHN_Gas_YuyaoGas7790,Generator,Latitude,30.07
CHN_Gas_YuyaoGas7790,Generator,Longitude,121.1
CHN_Gas_ZhabeiGas7796,Generator,Latitude,31.34
CHN_Gas_ZhabeiGas7796,Generator,Longitude,121.52
CHN_Gas_Zhangjiagang7805,Generator,Latitude,31.89
CHN_Gas_Zhangjiagang7805,Generator,Longitude,120.6
CHN_Gas_Zhenghai7844,Generator,Latitude,29.94
CHN_Gas_Zhenghai7844,Generator,Longitude,121.69
CHN_Gas_Zhengzhou2Gas7847,Generator,Latitude,34.8
CHN_Gas_Zhengzhou2Gas7847,Generator,Longitude,113.53
CHN_Gas_ZhenjiangWaste7851,Generator,Latitude,32.158
CHN_Gas_ZhenjiangWaste7851,Generator,Longitude,119.607
CHN_Gas_ZhongshanJiami7867,Generator,Latitude,22.57
CHN_Gas_ZhongshanJiami7867,Generator,Longitude,113.57
CHN_Gas_ZhoushanWaste7874,Generator,Latitude,29.9556
CHN_Gas_ZhoushanWaste7874,Generator,Longitude,122.085
CHN_Gas_ZhumadianZhong7878,Generator,Latitude,32.96
CHN_Gas_ZhumadianZhong7878,Generator,Longitude,114.06
CHN_Gas_ZhuzhouLandfil7887,Generator,Latitude,27.8392
CHN_Gas_ZhuzhouLandfil7887,Generator,Longitude,113.2178
CHN_Geo_NagquGeotherma6677,Generator,Latitude,31.4615
CHN_Geo_NagquGeotherma6677,Generator,Longitude,92.05
CHN_Geo_YangbajainGeot7580,Generator,Latitude,30.0973
CHN_Geo_YangbajainGeot7580,Generator,Longitude,90.5078
CHN_Hyd_AbaMinjiangRi4853,Generator,Latitude,31.4837
CHN_Hyd_AbaMinjiangRi4853,Generator,Longitude,103.6032
CHN_Hyd_Ahai4855,Generator,Latitude,27.3488
CHN_Hyd_Ahai4855,Generator,Longitude,100.5061
CHN_Hyd_Alashan4858,Generator,Latitude,34.5434
CHN_Hyd_Alashan4858,Generator,Longitude,102.6284
CHN_Hyd_Angu4862,Generator,Latitude,29.52
CHN_Hyd_Angu4862,Generator,Longitude,103.64
CHN_Hyd_Anguoer4863,Generator,Latitude,35.2327
CHN_Hyd_Anguoer4863,Generator,Longitude,103.5145
CHN_Hyd_Anjiang4871,Generator,Latitude,27.2869
CHN_Hyd_Anjiang4871,Generator,Longitude,110.0994
CHN_Hyd_Ankang4872,Generator,Latitude,32.6
CHN_Hyd_Ankang4872,Generator,Longitude,108.88
CHN_Hyd_AnningduHydro4875,Generator,Latitude,32.1131
CHN_Hyd_AnningduHydro4875,Generator,Longitude,109.5711
CHN_Hyd_AnningRiverWa4874,Generator,Latitude,27.5667
CHN_Hyd_AnningRiverWa4874,Generator,Longitude,102.1922
CHN_Hyd_AnshaDam4878,Generator,Latitude,26.0279
CHN_Hyd_AnshaDam4878,Generator,Longitude,117.1125
CHN_Hyd_Antu3034880,Generator,Latitude,42.5611
CHN_Hyd_Antu3034880,Generator,Longitude,128.2203
CHN_Hyd_AntuGudongheI4881,Generator,Latitude,42.7547
CHN_Hyd_AntuGudongheI4881,Generator,Longitude,128.1975
CHN_Hyd_Baiguoshu4888,Generator,Latitude,28.4625
CHN_Hyd_Baiguoshu4888,Generator,Longitude,108.5092
CHN_Hyd_BaihetanDam4889,Generator,Latitude,28.2606
CHN_Hyd_BaihetanDam4889,Generator,Longitude,103.6484
CHN_Hyd_BaihugouSmall4890,Generator,Latitude,31.9706
CHN_Hyd_BaihugouSmall4890,Generator,Longitude,110.3322
CHN_Hyd_Bailanhe4891,Generator,Latitude,30.6
CHN_Hyd_Bailanhe4891,Generator,Longitude,115.45
CHN_Hyd_Bailianhe4892,Generator,Latitude,30.59
CHN_Hyd_Bailianhe4892,Generator,Longitude,115.45
CHN_Hyd_Bailongtan4893,Generator,Latitude,23.86
CHN_Hyd_Bailongtan4893,Generator,Longitude,108.13
CHN_Hyd_BaimianxiaShaa4894,Generator,Latitude,33.0527
CHN_Hyd_BaimianxiaShaa4894,Generator,Longitude,107.9625
CHN_Hyd_Baise4895,Generator,Latitude,23.927
CHN_Hyd_Baise4895,Generator,Longitude,106.4557
CHN_Hyd_Baishan4899,Generator,Latitude,42.73
CHN_Hyd_Baishan4899,Generator,Longitude,127.22
CHN_Hyd_BaishiGuizhou4902,Generator,Latitude,26.9558
CHN_Hyd_BaishiGuizhou4902,Generator,Longitude,109.4709
CHN_Hyd_BaishiLiaonin4903,Generator,Latitude,41.6794
CHN_Hyd_BaishiLiaonin4903,Generator,Longitude,121.0039
CHN_Hyd_BaishuiRiverS4904,Generator,Latitude,33.0178
CHN_Hyd_BaishuiRiverS4904,Generator,Longitude,113.4861
CHN_Hyd_BaiyangSongpan4906,Generator,Latitude,32.1847
CHN_Hyd_BaiyangSongpan4906,Generator,Longitude,104.1042
CHN_Hyd_Banduo4910,Generator,Latitude,35.31
CHN_Hyd_Banduo4910,Generator,Longitude,100.27
CHN_Hyd_BannaLiushaRi4912,Generator,Latitude,22.1531
CHN_Hyd_BannaLiushaRi4912,Generator,Longitude,100.6931
CHN_Hyd_Baoquan4918,Generator,Latitude,35.48
CHN_Hyd_Baoquan4918,Generator,Longitude,113.48
CHN_Hyd_BaoshanLonglin4919,Generator,Latitude,24.2076
CHN_Hyd_BaoshanLonglin4919,Generator,Longitude,98.7909
CHN_Hyd_BaoshanSupahe4920,Generator,Latitude,24.4244
CHN_Hyd_BaoshanSupahe4920,Generator,Longitude,98.7592
CHN_Hyd_Baozhusi4929,Generator,Latitude,32.52
CHN_Hyd_Baozhusi4929,Generator,Longitude,105.61
CHN_Hyd_Bapanxia4930,Generator,Latitude,36.14
CHN_Hyd_Bapanxia4930,Generator,Longitude,103.41
CHN_Hyd_BashanDam4932,Generator,Latitude,32.1022
CHN_Hyd_BashanDam4932,Generator,Longitude,108.4624
CHN_Hyd_Baxianyuan4933,Generator,Latitude,33.3948
CHN_Hyd_Baxianyuan4933,Generator,Longitude,107.213
CHN_Hyd_BeipingHydroE4954,Generator,Latitude,31.9743
CHN_Hyd_BeipingHydroE4954,Generator,Longitude,108.6971
CHN_Hyd_Bikou4960,Generator,Latitude,32.76
CHN_Hyd_Bikou4960,Generator,Longitude,105.22
CHN_Hyd_CaojieOnJiang5010,Generator,Latitude,29.9036
CHN_Hyd_CaojieOnJiang5010,Generator,Longitude,106.3901
CHN_Hyd_ChahanwusuDam5039,Generator,Latitude,42.3311
CHN_Hyd_ChahanwusuDam5039,Generator,Longitude,85.5104
CHN_Hyd_Chalinhe5041,Generator,Latitude,28.8703
CHN_Hyd_Chalinhe5041,Generator,Longitude,109.6681
CHN_Hyd_ChalongDam5042,Generator,Latitude,31.453
CHN_Hyd_ChalongDam5042,Generator,Longitude,92.3309
CHN_Hyd_ChangbaiCounty5043,Generator,Latitude,41.5575
CHN_Hyd_ChangbaiCounty5043,Generator,Longitude,127.6378
CHN_Hyd_ChangningKawan5054,Generator,Latitude,25.316
CHN_Hyd_ChangningKawan5054,Generator,Longitude,99.133
CHN_Hyd_Changniping5055,Generator,Latitude,27.123
CHN_Hyd_Changniping5055,Generator,Longitude,109.503
CHN_Hyd_Changshatou5056,Generator,Latitude,30.63
CHN_Hyd_Changshatou5056,Generator,Longitude,110.53
CHN_Hyd_Changtanhe5059,Generator,Latitude,29.4683
CHN_Hyd_Changtanhe5059,Generator,Longitude,111.0192
CHN_Hyd_Changzhou5064,Generator,Latitude,23.42
CHN_Hyd_Changzhou5064,Generator,Longitude,111.21
CHN_Hyd_ChaoyangYongsh5067,Generator,Latitude,26.4478
CHN_Hyd_ChaoyangYongsh5067,Generator,Longitude,101.025
CHN_Hyd_ChayuanFirstC5070,Generator,Latitude,28.6969
CHN_Hyd_ChayuanFirstC5070,Generator,Longitude,102.4475
CHN_Hyd_Chengbihe5073,Generator,Latitude,23.95
CHN_Hyd_Chengbihe5073,Generator,Longitude,106.64
CHN_Hyd_ChengbuCounty5074,Generator,Latitude,25.9917
CHN_Hyd_ChengbuCounty5074,Generator,Longitude,110.2656
CHN_Hyd_ChengbuMiaoLi5075,Generator,Latitude,26.29
CHN_Hyd_ChengbuMiaoLi5075,Generator,Longitude,110.0231
CHN_Hyd_ChengkouCounty5080,Generator,Latitude,31.8272
CHN_Hyd_ChengkouCounty5080,Generator,Longitude,109.0761
CHN_Hyd_ChengzigouPlan5082,Generator,Latitude,33.1144
CHN_Hyd_ChengzigouPlan5082,Generator,Longitude,104.9364
CHN_Hyd_Chitan5094,Generator,Latitude,26.71
CHN_Hyd_Chitan5094,Generator,Longitude,117.12
CHN_Hyd_Chonghuer5096,Generator,Latitude,48.18
CHN_Hyd_Chonghuer5096,Generator,Longitude,87.152
CHN_Hyd_ChongqingCheng5099,Generator,Latitude,32.1136
CHN_Hyd_ChongqingCheng5099,Generator,Longitude,108.4286
CHN_Hyd_ChongqingCheng5100,Generator,Latitude,32.0149
CHN_Hyd_ChongqingCheng5100,Generator,Longitude,108.6097
CHN_Hyd_ChongqingJinji5102,Generator,Latitude,28.37
CHN_Hyd_ChongqingJinji5102,Generator,Longitude,108.41
CHN_Hyd_ChongqingLiuji5104,Generator,Latitude,31.4047
CHN_Hyd_ChongqingLiuji5104,Generator,Longitude,109.5194
CHN_Hyd_ChongqingLongs5106,Generator,Latitude,31.5375
CHN_Hyd_ChongqingLongs5106,Generator,Longitude,108.8703
CHN_Hyd_ChongqingQijia5109,Generator,Latitude,28.9239
CHN_Hyd_ChongqingQijia5109,Generator,Longitude,106.6833
CHN_Hyd_ChongqingShizh5111,Generator,Latitude,30.2686
CHN_Hyd_ChongqingShizh5111,Generator,Longitude,110.6072
CHN_Hyd_ChongqingWanzh5114,Generator,Latitude,30.7544
CHN_Hyd_ChongqingWanzh5114,Generator,Longitude,108.7092
CHN_Hyd_ChongqingWulon5115,Generator,Latitude,29.4908
CHN_Hyd_ChongqingWulon5115,Generator,Longitude,107.7335
CHN_Hyd_ChongqingWuxi5116,Generator,Latitude,31.4383
CHN_Hyd_ChongqingWuxi5116,Generator,Longitude,109.8306
CHN_Hyd_ChongqingYouya5117,Generator,Latitude,28.967
CHN_Hyd_ChongqingYouya5117,Generator,Longitude,109.148
CHN_Hyd_Chuhe5122,Generator,Latitude,32.93
CHN_Hyd_Chuhe5122,Generator,Longitude,109.7
CHN_Hyd_Chunduole5123,Generator,Latitude,28.0761
CHN_Hyd_Chunduole5123,Generator,Longitude,98.9019
CHN_Hyd_DacaobaMianCo5135,Generator,Latitude,33.2464
CHN_Hyd_DacaobaMianCo5135,Generator,Longitude,106.7042
CHN_Hyd_DaChaoShan5127,Generator,Latitude,24.0256
CHN_Hyd_DaChaoShan5127,Generator,Longitude,100.3698
CHN_Hyd_Dafutan5139,Generator,Latitude,27.98
CHN_Hyd_Dafutan5139,Generator,Longitude,110.27
CHN_Hyd_Dagangshan5140,Generator,Latitude,29.45
CHN_Hyd_Dagangshan5140,Generator,Longitude,102.22
CHN_Hyd_Daguangba5141,Generator,Latitude,19.02
CHN_Hyd_Daguangba5141,Generator,Longitude,108.98
CHN_Hyd_Dagushan5143,Generator,Latitude,38.4558
CHN_Hyd_Dagushan5143,Generator,Longitude,100.0247
CHN_Hyd_Dahua5146,Generator,Latitude,23.85
CHN_Hyd_Dahua5146,Generator,Longitude,108.13
CHN_Hyd_Dahuashui5147,Generator,Latitude,26.82
CHN_Hyd_Dahuashui5147,Generator,Longitude,107.26
CHN_Hyd_DalaRiverEstu5150,Generator,Latitude,33.972
CHN_Hyd_DalaRiverEstu5150,Generator,Longitude,103.512
CHN_Hyd_Dalinjiang5159,Generator,Latitude,25.2908
CHN_Hyd_Dalinjiang5159,Generator,Longitude,111.6158
CHN_Hyd_DangheUpstream5161,Generator,Latitude,39.3828
CHN_Hyd_DangheUpstream5161,Generator,Longitude,95.2561
CHN_Hyd_Danjiangkou5163,Generator,Latitude,32.56
CHN_Hyd_Danjiangkou5163,Generator,Longitude,111.49
CHN_Hyd_Dawalong5251,Generator,Latitude,28.7
CHN_Hyd_Dawalong5251,Generator,Longitude,100.3
CHN_Hyd_Daxia5252,Generator,Latitude,36.15
CHN_Hyd_Daxia5252,Generator,Longitude,104.01
CHN_Hyd_Dengxinqiao5261,Generator,Latitude,32.3211
CHN_Hyd_Dengxinqiao5261,Generator,Longitude,108.6056
CHN_Hyd_DeqinCountyCi5262,Generator,Latitude,28.0225
CHN_Hyd_DeqinCountyCi5262,Generator,Longitude,98.8638
CHN_Hyd_DiaoluoheHydro5268,Generator,Latitude,18.43
CHN_Hyd_DiaoluoheHydro5268,Generator,Longitude,109.43
CHN_Hyd_DiebuLazikouI5269,Generator,Latitude,34.0764
CHN_Hyd_DiebuLazikouI5269,Generator,Longitude,103.8944
CHN_Hyd_DiebuLazikouI5270,Generator,Latitude,34.0392
CHN_Hyd_DiebuLazikouI5270,Generator,Longitude,103.9092
CHN_Hyd_DiluoHydroelec5271,Generator,Latitude,27.5811
CHN_Hyd_DiluoHydroelec5271,Generator,Longitude,103.0447
CHN_Hyd_DiqingPrefectu5273,Generator,Latitude,27.7341
CHN_Hyd_DiqingPrefectu5273,Generator,Longitude,100.2935
CHN_Hyd_DongFeng5274,Generator,Latitude,26.86
CHN_Hyd_DongFeng5274,Generator,Longitude,106.15
CHN_Hyd_Dongjiang5281,Generator,Latitude,25.87
CHN_Hyd_Dongjiang5281,Generator,Longitude,113.31
CHN_Hyd_DongliuxiErji5283,Generator,Latitude,30.53
CHN_Hyd_DongliuxiErji5283,Generator,Longitude,110.75
CHN_Hyd_DongpingDam5284,Generator,Latitude,30.1438
CHN_Hyd_DongpingDam5284,Generator,Longitude,109.6162
CHN_Hyd_DongRiverDong5275,Generator,Latitude,23.8667
CHN_Hyd_DongRiverDong5275,Generator,Longitude,114.9061
CHN_Hyd_DujiawanSmall5298,Generator,Latitude,36.5906
CHN_Hyd_DujiawanSmall5298,Generator,Longitude,102.8339
CHN_Hyd_DukoubaChongqi5299,Generator,Latitude,31.14
CHN_Hyd_DukoubaChongqi5299,Generator,Longitude,109.05
CHN_Hyd_EbianYiCounty5304,Generator,Latitude,28.9414
CHN_Hyd_EbianYiCounty5304,Generator,Longitude,103.1997
CHN_Hyd_Erlongshan5309,Generator,Latitude,38.5557
CHN_Hyd_Erlongshan5309,Generator,Longitude,100.2726
CHN_Hyd_Ertan5310,Generator,Latitude,26.82
CHN_Hyd_Ertan5310,Generator,Longitude,101.78
CHN_Hyd_EryuanHuian5311,Generator,Latitude,26.1128
CHN_Hyd_EryuanHuian5311,Generator,Longitude,99.7686
CHN_Hyd_FangCountyJim5316,Generator,Latitude,31.6197
CHN_Hyd_FangCountyJim5316,Generator,Longitude,110.1264
CHN_Hyd_FeilaixiaDam5325,Generator,Latitude,23.8017
CHN_Hyd_FeilaixiaDam5325,Generator,Longitude,113.259
CHN_Hyd_Fengguang5327,Generator,Latitude,23.645
CHN_Hyd_Fengguang5327,Generator,Longitude,114.675
CHN_Hyd_Fengman5328,Generator,Latitude,43.72
CHN_Hyd_Fengman5328,Generator,Longitude,126.69
CHN_Hyd_FengshubaDam5330,Generator,Latitude,24.4121
CHN_Hyd_FengshubaDam5330,Generator,Longitude,115.3607
CHN_Hyd_Fengtan5331,Generator,Latitude,28.72
CHN_Hyd_Fengtan5331,Generator,Longitude,110.27
CHN_Hyd_FourthCascade5337,Generator,Latitude,24.5695
CHN_Hyd_FourthCascade5337,Generator,Longitude,101.1765
CHN_Hyd_Fuan5338,Generator,Latitude,27.1797
CHN_Hyd_Fuan5338,Generator,Longitude,119.6633
CHN_Hyd_Fuchunjiang5340,Generator,Latitude,29.71
CHN_Hyd_Fuchunjiang5340,Generator,Longitude,119.65
CHN_Hyd_FugongLabuluo5341,Generator,Latitude,26.33
CHN_Hyd_FugongLabuluo5341,Generator,Longitude,98.52
CHN_Hyd_FugongLatudiR5342,Generator,Latitude,26.9003
CHN_Hyd_FugongLatudiR5342,Generator,Longitude,98.8456
CHN_Hyd_FujianHuaAnM5347,Generator,Latitude,24.91
CHN_Hyd_FujianHuaAnM5347,Generator,Longitude,117.51
CHN_Hyd_FujianJiangle5349,Generator,Latitude,26.6833
CHN_Hyd_FujianJiangle5349,Generator,Longitude,117.45
CHN_Hyd_FujianJianyang5350,Generator,Latitude,27.2561
CHN_Hyd_FujianJianyang5350,Generator,Longitude,118.2705
CHN_Hyd_FujianJianyang5351,Generator,Latitude,27.4758
CHN_Hyd_FujianJianyang5351,Generator,Longitude,118.4433
CHN_Hyd_FujianJianyang5352,Generator,Latitude,27.556
CHN_Hyd_FujianJianyang5352,Generator,Longitude,118.384
CHN_Hyd_FujianLongyan5355,Generator,Latitude,25.47
CHN_Hyd_FujianLongyan5355,Generator,Longitude,116.6617
CHN_Hyd_FujianMuyangxi5356,Generator,Latitude,27.0982
CHN_Hyd_FujianMuyangxi5356,Generator,Longitude,119.4524
CHN_Hyd_FujianNanping5357,Generator,Latitude,26.7747
CHN_Hyd_FujianNanping5357,Generator,Longitude,117.9831
CHN_Hyd_FujianNingdeS5359,Generator,Latitude,26.88
CHN_Hyd_FujianNingdeS5359,Generator,Longitude,119.36
CHN_Hyd_FujianNiutoush5360,Generator,Latitude,27.3447
CHN_Hyd_FujianNiutoush5360,Generator,Longitude,119.4914
CHN_Hyd_FujianPingnan5361,Generator,Latitude,26.53
CHN_Hyd_FujianPingnan5361,Generator,Longitude,119.065
CHN_Hyd_FujianPingnan5362,Generator,Latitude,26.837
CHN_Hyd_FujianPingnan5362,Generator,Longitude,118.754
CHN_Hyd_FujianPingnan5363,Generator,Latitude,26.534
CHN_Hyd_FujianPingnan5363,Generator,Longitude,119.102
CHN_Hyd_FujianPingnan5364,Generator,Latitude,26.812
CHN_Hyd_FujianPingnan5364,Generator,Longitude,119.337
CHN_Hyd_FujianPingnan5365,Generator,Latitude,26.95
CHN_Hyd_FujianPingnan5365,Generator,Longitude,118.95
CHN_Hyd_FujianPingnan5366,Generator,Latitude,26.8964
CHN_Hyd_FujianPingnan5366,Generator,Longitude,119.2193
CHN_Hyd_FujianPucheng5368,Generator,Latitude,28.115
CHN_Hyd_FujianPucheng5368,Generator,Longitude,118.5686
CHN_Hyd_FujianShanghan5372,Generator,Latitude,25.3686
CHN_Hyd_FujianShanghan5372,Generator,Longitude,116.3389
CHN_Hyd_FujianShanghan5373,Generator,Latitude,25.1389
CHN_Hyd_FujianShanghan5373,Generator,Longitude,116.37
CHN_Hyd_FujianShaowuJ5374,Generator,Latitude,27.2147
CHN_Hyd_FujianShaowuJ5374,Generator,Longitude,117.589
CHN_Hyd_FujianShaowuJ5375,Generator,Latitude,27.03
CHN_Hyd_FujianShaowuJ5375,Generator,Longitude,117.686
CHN_Hyd_FujianShouning5376,Generator,Latitude,27.4206
CHN_Hyd_FujianShouning5376,Generator,Longitude,119.3053
CHN_Hyd_FujianWutong5377,Generator,Latitude,25.73
CHN_Hyd_FujianWutong5377,Generator,Longitude,118.745
CHN_Hyd_FujianWuyishan5378,Generator,Latitude,27.87
CHN_Hyd_FujianWuyishan5378,Generator,Longitude,117.97
CHN_Hyd_FujianXietan5380,Generator,Latitude,27.3001
CHN_Hyd_FujianXietan5380,Generator,Longitude,119.5364
CHN_Hyd_FujianYonganF5381,Generator,Latitude,26.0193
CHN_Hyd_FujianYonganF5381,Generator,Longitude,117.2029
CHN_Hyd_FujianZhangpin5382,Generator,Latitude,25.2806
CHN_Hyd_FujianZhangpin5382,Generator,Longitude,117.523
CHN_Hyd_FujianZhaokou5384,Generator,Latitude,26.41
CHN_Hyd_FujianZhaokou5384,Generator,Longitude,118.1
CHN_Hyd_FunchunjiangDa5389,Generator,Latitude,29.7096
CHN_Hyd_FunchunjiangDa5389,Generator,Longitude,119.6533
CHN_Hyd_FuningCountyB5391,Generator,Latitude,23.6675
CHN_Hyd_FuningCountyB5391,Generator,Longitude,106.0892
CHN_Hyd_FuningCountyG5392,Generator,Latitude,23.5711
CHN_Hyd_FuningCountyG5392,Generator,Longitude,106.0389
CHN_Hyd_Futangba5398,Generator,Latitude,31.38
CHN_Hyd_Futangba5398,Generator,Longitude,103.52
CHN_Hyd_GanluoAga5409,Generator,Latitude,28.7597
CHN_Hyd_GanluoAga5409,Generator,Longitude,102.8567
CHN_Hyd_GanluoCamp5410,Generator,Latitude,28.7253
CHN_Hyd_GanluoCamp5410,Generator,Longitude,102.7817
CHN_Hyd_GanluoCountyD5411,Generator,Latitude,28.6611
CHN_Hyd_GanluoCountyD5411,Generator,Longitude,102.9133
CHN_Hyd_GanluoWagujiao5412,Generator,Latitude,28.8322
CHN_Hyd_GanluoWagujiao5412,Generator,Longitude,102.8225
CHN_Hyd_GansuBailongR5415,Generator,Latitude,33.78
CHN_Hyd_GansuBailongR5415,Generator,Longitude,104.3583
CHN_Hyd_GansuBaishuiji5416,Generator,Latitude,32.8547
CHN_Hyd_GansuBaishuiji5416,Generator,Longitude,104.8564
CHN_Hyd_GansuBazang5418,Generator,Latitude,33.9273
CHN_Hyd_GansuBazang5418,Generator,Longitude,104.004
CHN_Hyd_GansuDangRive5420,Generator,Latitude,39.4923
CHN_Hyd_GansuDangRive5420,Generator,Longitude,97.3423
CHN_Hyd_GansuDatonghe5421,Generator,Latitude,36.5456
CHN_Hyd_GansuDatonghe5421,Generator,Longitude,102.8778
CHN_Hyd_GansuDiebuDuo5422,Generator,Latitude,33.3
CHN_Hyd_GansuDiebuDuo5422,Generator,Longitude,103.3
CHN_Hyd_GansuDiebuNia5423,Generator,Latitude,33.58
CHN_Hyd_GansuDiebuNia5423,Generator,Longitude,103.31
CHN_Hyd_GansuHeiheBao5425,Generator,Latitude,38.4
CHN_Hyd_GansuHeiheBao5425,Generator,Longitude,100.05
CHN_Hyd_GansuHuangshui5427,Generator,Latitude,36.1175
CHN_Hyd_GansuHuangshui5427,Generator,Longitude,102.8306
CHN_Hyd_GansuJingtiesh5430,Generator,Latitude,38.5557
CHN_Hyd_GansuJingtiesh5430,Generator,Longitude,100.2728
CHN_Hyd_GansuKababanji5433,Generator,Latitude,33.9994
CHN_Hyd_GansuKababanji5433,Generator,Longitude,103.5281
CHN_Hyd_GansuLintanSh5434,Generator,Latitude,34.6166
CHN_Hyd_GansuLintanSh5434,Generator,Longitude,103.2863
CHN_Hyd_GansuLiujialan5435,Generator,Latitude,34.4669
CHN_Hyd_GansuLiujialan5435,Generator,Longitude,103.8311
CHN_Hyd_GansuLongchang5436,Generator,Latitude,38.8808
CHN_Hyd_GansuLongchang5436,Generator,Longitude,99.7347
CHN_Hyd_GansuLongwangt5437,Generator,Latitude,34.4672
CHN_Hyd_GansuLongwangt5437,Generator,Longitude,104.0786
CHN_Hyd_GansuMiaojiaba5438,Generator,Latitude,34.6736
CHN_Hyd_GansuMiaojiaba5438,Generator,Longitude,105.8431
CHN_Hyd_GansuMingjiazh5439,Generator,Latitude,36.5592
CHN_Hyd_GansuMingjiazh5439,Generator,Longitude,102.8753
CHN_Hyd_GansuProvince5440,Generator,Latitude,32.6014
CHN_Hyd_GansuProvince5440,Generator,Longitude,104.1361
CHN_Hyd_GansuProvince5441,Generator,Latitude,33.1942
CHN_Hyd_GansuProvince5441,Generator,Longitude,105.6108
CHN_Hyd_GansuShuigoupi5442,Generator,Latitude,33.1878
CHN_Hyd_GansuShuigoupi5442,Generator,Longitude,104.4926
CHN_Hyd_GansuSunanSid5443,Generator,Latitude,38.488
CHN_Hyd_GansuSunanSid5443,Generator,Longitude,99.9717
CHN_Hyd_GansuSunanXiy5444,Generator,Latitude,37.809
CHN_Hyd_GansuSunanXiy5444,Generator,Longitude,100.0036
CHN_Hyd_GansuTanchang5445,Generator,Latitude,33.6245
CHN_Hyd_GansuTanchang5445,Generator,Longitude,104.5546
CHN_Hyd_GansuTaoheJil5446,Generator,Latitude,35.023
CHN_Hyd_GansuTaoheJil5446,Generator,Longitude,103.767
CHN_Hyd_GansuTaolaihe5448,Generator,Latitude,39.5847
CHN_Hyd_GansuTaolaihe5448,Generator,Longitude,97.9994
CHN_Hyd_GansuTaolaiRi5447,Generator,Latitude,39.4572
CHN_Hyd_GansuTaolaiRi5447,Generator,Longitude,98.0217
CHN_Hyd_GansuWuweiZam5451,Generator,Latitude,37.7047
CHN_Hyd_GansuWuweiZam5451,Generator,Longitude,102.5825
