name,class,attribute,value
GRC_Win_Chonos11871,Generator,Latitude,35.2132
GRC_Win_Chonos11871,Generator,Longitude,26.2265
GRC_Win_DERVENIMIKROD11872,Generator,Latitude,37.4791
GRC_Win_DERVENIMIKROD11872,Generator,Longitude,23.1276
GRC_Win_DIDIMOSLOFOS11873,Generator,Latitude,41.0557
GRC_Win_DIDIMOSLOFOS11873,Generator,Longitude,25.9811
GRC_Win_GOURIMELES11877,Generator,Latitude,38.2118
GRC_Win_GOURIMELES11877,Generator,Longitude,23.4278
GRC_Win_KREKEZAMOUGOLI11881,Generator,Latitude,38.1582
GRC_Win_KREKEZAMOUGOLI11881,Generator,Longitude,23.5843
GRC_Win_LOGGARAKIA11891,Generator,Latitude,37.479
GRC_Win_LOGGARAKIA11891,Generator,Longitude,23.1277
GRC_Win_MYTOULA11897,Generator,Latitude,41.0931
GRC_Win_MYTOULA11897,Generator,Longitude,25.9346
GRC_Win_PERDIKOKORIFI11904,Generator,Latitude,38.2327
GRC_Win_PERDIKOKORIFI11904,Generator,Longitude,23.4986
GRC_Win_Pyrgari11917,Generator,Latitude,38.3489
GRC_Win_Pyrgari11917,Generator,Longitude,24.2017
GRC_Win_TSIKNAPRINIAS11926,Generator,Latitude,38.2863
GRC_Win_TSIKNAPRINIAS11926,Generator,Longitude,24.2386
GRC_Win_TSILIKOKA11927,Generator,Latitude,38.3313
GRC_Win_TSILIKOKA11927,Generator,Longitude,24.1926
GRC_Win_TSOUKATSOUGARI11928,Generator,Latitude,38.2713
GRC_Win_TSOUKATSOUGARI11928,Generator,Longitude,24.2366
GTM_Bio_Biomass11937,Generator,Latitude,14.12
GTM_Bio_Biomass11937,Generator,Longitude,-90.93
GTM_Bio_Concepcion11941,Generator,Latitude,14.33
GTM_Bio_Concepcion11941,Generator,Longitude,-90.787
GTM_Bio_ElPilar11948,Generator,Latitude,14.54
GTM_Bio_ElPilar11948,Generator,Longitude,-91.588
GTM_Bio_LaUnion11965,Generator,Latitude,14.27
GTM_Bio_LaUnion11965,Generator,Longitude,-91.096
GTM_Bio_MadreTierra11972,Generator,Latitude,14.35
GTM_Bio_MadreTierra11972,Generator,Longitude,-91.065
GTM_Bio_Magdalena11973,Generator,Latitude,14.12
GTM_Bio_Magdalena11973,Generator,Longitude,-90.932
GTM_Bio_PaloGordo11981,Generator,Latitude,14.49
GTM_Bio_PaloGordo11981,Generator,Longitude,-91.398
GTM_Bio_Pantaleon11984,Generator,Latitude,14.33
GTM_Bio_Pantaleon11984,Generator,Longitude,-90.993
GTM_Bio_SanDiego11993,Generator,Latitude,14.37
GTM_Bio_SanDiego11993,Generator,Longitude,-90.806
GTM_Bio_SantaAna11996,Generator,Latitude,14.24
GTM_Bio_SantaAna11996,Generator,Longitude,-90.842
GTM_Bio_SantaLucia11997,Generator,Latitude,14.35
GTM_Bio_SantaLucia11997,Generator,Longitude,-91.064
GTM_Bio_Trinidad12004,Generator,Latitude,14.15
GTM_Bio_Trinidad12004,Generator,Longitude,-90.841
GTM_Bio_Tulula12005,Generator,Latitude,14.51
GTM_Bio_Tulula12005,Generator,Longitude,-91.586
GTM_Coa_CostaSur11942,Generator,Latitude,14.17
GTM_Coa_CostaSur11942,Generator,Longitude,-90.672
GTM_Coa_JaguarEnergyp11962,Generator,Latitude,14.1107
GTM_Coa_JaguarEnergyp11962,Generator,Longitude,-90.7227
GTM_Coa_LaLibertad11964,Generator,Latitude,14.5
GTM_Coa_LaLibertad11964,Generator,Longitude,-90.581
GTM_Coa_LasPalmasII11969,Generator,Latitude,14.26
GTM_Coa_LasPalmasII11969,Generator,Longitude,-90.8
GTM_Coa_SanJose11995,Generator,Latitude,14.16
GTM_Coa_SanJose11995,Generator,Longitude,-90.787
GTM_Geo_Ortitln11978,Generator,Latitude,14.41
GTM_Geo_Ortitln11978,Generator,Longitude,-90.607
GTM_Geo_Zunil12009,Generator,Latitude,14.77
GTM_Geo_Zunil12009,Generator,Longitude,-91.505
GTM_Hyd_Aguacapa11935,Generator,Latitude,14.29
GTM_Hyd_Aguacapa11935,Generator,Longitude,-90.505
GTM_Hyd_Candelaria11938,Generator,Latitude,15.4
GTM_Hyd_Candelaria11938,Generator,Longitude,-89.763
GTM_Hyd_Chixoy11939,Generator,Latitude,15.28
GTM_Hyd_Chixoy11939,Generator,Longitude,-90.491
GTM_Hyd_Choloma11940,Generator,Latitude,15.44
GTM_Hyd_Choloma11940,Generator,Longitude,-89.74
GTM_Hyd_ElCanada11944,Generator,Latitude,14.69
GTM_Hyd_ElCanada11944,Generator,Longitude,-91.532
GTM_Hyd_ElCapulin11945,Generator,Latitude,14.36
GTM_Hyd_ElCapulin11945,Generator,Longitude,-90.91
GTM_Hyd_ElCobano11946,Generator,Latitude,14.18
GTM_Hyd_ElCobano11946,Generator,Longitude,-90.603
GTM_Hyd_ElManantial11947,Generator,Latitude,14.66
GTM_Hyd_ElManantial11947,Generator,Longitude,-91.628
GTM_Hyd_ElPorvenir11949,Generator,Latitude,14.96
GTM_Hyd_ElPorvenir11949,Generator,Longitude,-91.945
GTM_Hyd_ElRecreo11950,Generator,Latitude,14.65
GTM_Hyd_ElRecreo11950,Generator,Longitude,-91.573
GTM_Hyd_ElSalto11951,Generator,Latitude,14.33
GTM_Hyd_ElSalto11951,Generator,Longitude,-90.749
GTM_Hyd_JurunMarinala11963,Generator,Latitude,14.39
GTM_Hyd_JurunMarinala11963,Generator,Longitude,-90.711
GTM_Hyd_LasVacas11970,Generator,Latitude,14.76
GTM_Hyd_LasVacas11970,Generator,Longitude,-90.5
GTM_Hyd_LosEsclavos11971,Generator,Latitude,14.25
GTM_Hyd_LosEsclavos11971,Generator,Longitude,-90.277
GTM_Hyd_Matanzas11974,Generator,Latitude,15.11
GTM_Hyd_Matanzas11974,Generator,Longitude,-90.191
GTM_Hyd_MonteCristo11975,Generator,Latitude,14.67
GTM_Hyd_MonteCristo11975,Generator,Longitude,-91.547
GTM_Hyd_Oxec11979,Generator,Latitude,15.59
GTM_Hyd_Oxec11979,Generator,Longitude,-89.728
GTM_Hyd_PalinII11980,Generator,Latitude,14.4
GTM_Hyd_PalinII11980,Generator,Longitude,-90.703
GTM_Hyd_PaloViejo11982,Generator,Latitude,15.5
GTM_Hyd_PaloViejo11982,Generator,Longitude,-90.874
GTM_Hyd_Panan11983,Generator,Latitude,14.56
GTM_Hyd_Panan11983,Generator,Longitude,-91.363
GTM_Hyd_Pasabien11985,Generator,Latitude,15.06
GTM_Hyd_Pasabien11985,Generator,Longitude,-89.711
GTM_Hyd_PozaVerde11987,Generator,Latitude,14.32
GTM_Hyd_PozaVerde11987,Generator,Longitude,-90.463
GTM_Hyd_Renace11989,Generator,Latitude,15.5
GTM_Hyd_Renace11989,Generator,Longitude,-90.174
GTM_Hyd_RioBobos11990,Generator,Latitude,15.36
GTM_Hyd_RioBobos11990,Generator,Longitude,-88.726
GTM_Hyd_SanIsidro11994,Generator,Latitude,15.1
GTM_Hyd_SanIsidro11994,Generator,Longitude,-90.118
GTM_Hyd_SantaMaria11998,Generator,Latitude,14.72
GTM_Hyd_SantaMaria11998,Generator,Longitude,-91.523
GTM_Hyd_SantaTeresa11999,Generator,Latitude,15.3
GTM_Hyd_SantaTeresa11999,Generator,Longitude,-90.143
GTM_Hyd_Secacao12000,Generator,Latitude,15.41
GTM_Hyd_Secacao12000,Generator,Longitude,-89.779
GTM_Hyd_VisiondeAguil12007,Generator,Latitude,15.6
GTM_Hyd_VisiondeAguil12007,Generator,Longitude,-90.398
GTM_Hyd_Xacbal12008,Generator,Latitude,15.62
GTM_Hyd_Xacbal12008,Generator,Longitude,-91.085
GTM_Oil_ArizonaVapor11936,Generator,Latitude,13.96
GTM_Oil_ArizonaVapor11936,Generator,Longitude,-90.798
GTM_Oil_DARSA11943,Generator,Latitude,14.33
GTM_Oil_DARSA11943,Generator,Longitude,-91.01
GTM_Oil_ElectroGenerac11952,Generator,Latitude,15.53
GTM_Oil_ElectroGenerac11952,Generator,Longitude,-89.336
GTM_Oil_Electrogeneraci11953,Generator,Latitude,14.46
GTM_Oil_Electrogeneraci11953,Generator,Longitude,-90.636
GTM_Oil_EscuintlaGas311954,Generator,Latitude,14.26
GTM_Oil_EscuintlaGas311954,Generator,Longitude,-90.797
GTM_Oil_EscuintlaGas511955,Generator,Latitude,14.26
GTM_Oil_EscuintlaGas511955,Generator,Longitude,-90.798
GTM_Oil_GECSA11956,Generator,Latitude,14.66
GTM_Oil_GECSA11956,Generator,Longitude,-90.832
GTM_Oil_GeneradoraProg11959,Generator,Latitude,14.82
GTM_Oil_GeneradoraProg11959,Generator,Longitude,-90.289
GTM_Oil_GENOR11957,Generator,Latitude,15.69
GTM_Oil_GENOR11957,Generator,Longitude,-88.576
GTM_Oil_GENOSA11958,Generator,Latitude,13.96
GTM_Oil_GENOSA11958,Generator,Longitude,-90.81
GTM_Oil_IndustriaTexti11961,Generator,Latitude,14.46
GTM_Oil_IndustriaTexti11961,Generator,Longitude,-90.637
GTM_Oil_LagunaGas111966,Generator,Latitude,14.46
GTM_Oil_LagunaGas111966,Generator,Longitude,-90.583
GTM_Oil_LagunaGas211967,Generator,Latitude,14.46
GTM_Oil_LagunaGas211967,Generator,Longitude,-90.582
GTM_Oil_LasPalmas11968,Generator,Latitude,14.27
GTM_Oil_LasPalmas11968,Generator,Longitude,-90.803
GTM_Oil_Poliwatt11986,Generator,Latitude,13.92
GTM_Oil_Poliwatt11986,Generator,Longitude,-90.786
GTM_Oil_PuertoQuetzal11988,Generator,Latitude,13.92
GTM_Oil_PuertoQuetzal11988,Generator,Longitude,-90.786
GTM_Oil_SIDEGUA11991,Generator,Latitude,14.24
GTM_Oil_SIDEGUA11991,Generator,Longitude,-90.817
GTM_Oil_StewartSteve12002,Generator,Latitude,14.26
GTM_Oil_StewartSteve12002,Generator,Longitude,-90.799
GTM_Oil_Tampa12003,Generator,Latitude,14.25
GTM_Oil_Tampa12003,Generator,Longitude,-90.807
GTM_Sol_Horus1y211960,Generator,Latitude,14.04
GTM_Sol_Horus1y211960,Generator,Longitude,-90.36
GTM_Sol_Sibo12001,Generator,Latitude,14.98
GTM_Sol_Sibo12001,Generator,Longitude,-89.651
GTM_Was_OlmecaI11976,Generator,Latitude,14.22
GTM_Was_OlmecaI11976,Generator,Longitude,-91.399
GTM_Was_OlmecaIII11977,Generator,Latitude,14.64
GTM_Was_OlmecaIII11977,Generator,Longitude,-92.149
GTM_Win_SanAntonioEl11992,Generator,Latitude,14.36
GTM_Win_SanAntonioEl11992,Generator,Longitude,-90.556
GTM_Win_VientoBlanco12006,Generator,Latitude,14.36
GTM_Win_VientoBlanco12006,Generator,Longitude,-90.556
GUF_Bio_Kourou10843,Generator,Latitude,5.1636
GUF_Bio_Kourou10843,Generator,Longitude,-52.6702
GUF_Gas_DgraddesCan10840,Generator,Latitude,4.8632
GUF_Gas_DgraddesCan10840,Generator,Longitude,-52.2756
GUF_Gas_Kourou10842,Generator,Latitude,5.1636
GUF_Gas_Kourou10842,Generator,Longitude,-52.6702
GUF_Hyd_PetitSaut10844,Generator,Latitude,5.0627
GUF_Hyd_PetitSaut10844,Generator,Longitude,-53.0476
GUF_Oil_DgraddesCan10841,Generator,Latitude,4.8626
GUF_Oil_DgraddesCan10841,Generator,Longitude,-52.2748
GUY_Bio_Skeldon12022,Generator,Latitude,5.8803
GUY_Bio_Skeldon12022,Generator,Longitude,-57.1497
GUY_Oil_Kingston1112021,Generator,Latitude,6.8228
GUY_Oil_Kingston1112021,Generator,Longitude,-58.1654
GUY_Oil_Kingston112020,Generator,Latitude,6.8136
GUY_Oil_Kingston112020,Generator,Longitude,-58.1649
GUY_Oil_VersaillesPowe12023,Generator,Latitude,6.7891
GUY_Oil_VersaillesPowe12023,Generator,Longitude,-58.1893
GUY_Oil_VreedenHoop12024,Generator,Latitude,6.809
GUY_Oil_VreedenHoop12024,Generator,Longitude,-58.179
HND_Bio_Azulosa12026,Generator,Latitude,15.2834
HND_Bio_Azulosa12026,Generator,Longitude,-87.8882
HND_Bio_CompaniaAzucar12030,Generator,Latitude,15.4065
HND_Bio_CompaniaAzucar12030,Generator,Longitude,-88.0008
HND_Bio_LaGrecia12044,Generator,Latitude,13.2432
HND_Bio_LaGrecia12044,Generator,Longitude,-87.3529
HND_Bio_TresValles12054,Generator,Latitude,14.248
HND_Bio_TresValles12054,Generator,Longitude,-86.9936
HND_Gas_Lufussa12046,Generator,Latitude,13.4068
HND_Gas_Lufussa12046,Generator,Longitude,-87.3218
HND_Geo_Platanares12051,Generator,Latitude,14.7471
HND_Geo_Platanares12051,Generator,Longitude,-88.9518
HND_Hyd_Canaveral12027,Generator,Latitude,14.9816
HND_Hyd_Canaveral12027,Generator,Longitude,-88.0232
HND_Hyd_Coronado12031,Generator,Latitude,15.1891
HND_Hyd_Coronado12031,Generator,Longitude,-85.7507
HND_Hyd_Cuyamapa12032,Generator,Latitude,15.2517
HND_Hyd_Cuyamapa12032,Generator,Longitude,-87.5725
HND_Hyd_Cuyamel12033,Generator,Latitude,15.6056
HND_Hyd_Cuyamel12033,Generator,Longitude,-88.1572
HND_Hyd_ElNispero12038,Generator,Latitude,14.7792
HND_Hyd_ElNispero12038,Generator,Longitude,-88.3486
HND_Hyd_FransiscoMoraz12041,Generator,Latitude,15.0293
HND_Hyd_FransiscoMoraz12041,Generator,Longitude,-87.7455
HND_Hyd_LaEsperanza12042,Generator,Latitude,14.2247
HND_Hyd_LaEsperanza12042,Generator,Longitude,-88.1607
HND_Hyd_LaGloria12043,Generator,Latitude,15.7544
HND_Hyd_LaGloria12043,Generator,Longitude,-86.3632
HND_Hyd_LosLaureles12045,Generator,Latitude,15.5598
HND_Hyd_LosLaureles12045,Generator,Longitude,-87.2165
HND_Hyd_Nacaome12049,Generator,Latitude,13.6869
HND_Hyd_Nacaome12049,Generator,Longitude,-87.3605
HND_Hyd_RioLindo12052,Generator,Latitude,15.0404
HND_Hyd_RioLindo12052,Generator,Longitude,-87.982
HND_Hyd_SanMartin12053,Generator,Latitude,15.0615
HND_Hyd_SanMartin12053,Generator,Longitude,-85.8342
HND_Oil_ELCOSA12035,Generator,Latitude,15.8557
HND_Oil_ELCOSA12035,Generator,Longitude,-87.9558
HND_Oil_EMCE12036,Generator,Latitude,15.5998
HND_Oil_EMCE12036,Generator,Longitude,-87.9368
HND_Oil_ENERSACholoma12037,Generator,Latitude,15.5971
HND_Oil_ENERSACholoma12037,Generator,Longitude,-87.9369
HND_Oil_LufussaII12047,Generator,Latitude,13.4043
HND_Oil_LufussaII12047,Generator,Longitude,-87.3205
HND_Oil_LufussaIII12048,Generator,Latitude,13.4047
HND_Oil_LufussaIII12048,Generator,Longitude,-87.3269
HND_Sol_AuraSolar212025,Generator,Latitude,13.2273
HND_Sol_AuraSolar212025,Generator,Longitude,-87.2096
HND_Sol_DelSur12034,Generator,Latitude,13.259
HND_Sol_DelSur12034,Generator,Longitude,-87.2299
HND_Sol_ElPacifico12039,Generator,Latitude,13.2338
HND_Sol_ElPacifico12039,Generator,Longitude,-87.2503
HND_Sol_EnerbasaNacaom12040,Generator,Latitude,13.4829
HND_Sol_EnerbasaNacaom12040,Generator,Longitude,-87.5485
HND_Sol_PavanaSolarPa12050,Generator,Latitude,13.4068
HND_Sol_PavanaSolarPa12050,Generator,Longitude,-87.3218
HND_Sol_ValleSolarPar12055,Generator,Latitude,13.5158
HND_Sol_ValleSolarPar12055,Generator,Longitude,-87.5564
HND_Was_Cerveceria12029,Generator,Latitude,15.5317
HND_Was_Cerveceria12029,Generator,Longitude,-88.023
HND_Win_CerradeHula12028,Generator,Latitude,13.9321
HND_Win_CerradeHula12028,Generator,Longitude,-87.2324
HRV_Coa_PlominThermal7972,Generator,Latitude,45.137
HRV_Coa_PlominThermal7972,Generator,Longitude,14.164
HRV_Gas_JertovecCCGTP7964,Generator,Latitude,46.0386
HRV_Gas_JertovecCCGTP7964,Generator,Longitude,16.1814
HRV_Gas_OsijekTETOCH7969,Generator,Latitude,45.542
HRV_Gas_OsijekTETOCH7969,Generator,Longitude,18.7449
HRV_Gas_ZagrebElToCH7979,Generator,Latitude,45.8069
HRV_Gas_ZagrebElToCH7979,Generator,Longitude,15.9498
HRV_Gas_ZagrebTeToCH7980,Generator,Latitude,45.7816
HRV_Gas_ZagrebTeToCH7980,Generator,Longitude,16.0169
HRV_Hyd_CakovecHydroel7958,Generator,Latitude,46.3113
HRV_Hyd_CakovecHydroel7958,Generator,Longitude,16.4945
HRV_Hyd_DjaleHydroelec7959,Generator,Latitude,43.5745
HRV_Hyd_DjaleHydroelec7959,Generator,Longitude,16.7115
HRV_Hyd_DubravaHydroel7960,Generator,Latitude,46.3205
HRV_Hyd_DubravaHydroel7960,Generator,Longitude,16.7489
HRV_Hyd_GojakHydroelec7961,Generator,Latitude,45.2989
HRV_Hyd_GojakHydroelec7961,Generator,Longitude,15.2633
HRV_Hyd_GolubicHydroel7962,Generator,Latitude,44.09
HRV_Hyd_GolubicHydroel7962,Generator,Longitude,16.2204
HRV_Hyd_JarugaHydroele7963,Generator,Latitude,43.805
HRV_Hyd_JarugaHydroele7963,Generator,Longitude,15.9626
HRV_Hyd_KraljevacHydro7965,Generator,Latitude,43.4307
HRV_Hyd_KraljevacHydro7965,Generator,Longitude,16.8849
HRV_Hyd_LesceHydroelec7966,Generator,Latitude,45.3485
HRV_Hyd_LesceHydroelec7966,Generator,Longitude,15.3452
HRV_Hyd_MaljackaHydroe7967,Generator,Latitude,44.0019
HRV_Hyd_MaljackaHydroe7967,Generator,Longitude,16.0192
HRV_Hyd_OrlovacHydroel7968,Generator,Latitude,43.6737
HRV_Hyd_OrlovacHydroel7968,Generator,Longitude,16.784
HRV_Hyd_OzaljHydroelec7970,Generator,Latitude,45.6143
HRV_Hyd_OzaljHydroelec7970,Generator,Longitude,15.4778
HRV_Hyd_PerucaHydroele7971,Generator,Latitude,43.7951
HRV_Hyd_PerucaHydroele7971,Generator,Longitude,16.5968
HRV_Hyd_SenjHydroelect7974,Generator,Latitude,44.9429
HRV_Hyd_SenjHydroelect7974,Generator,Longitude,14.9276
HRV_Hyd_SklopeHydroele7976,Generator,Latitude,44.6895
HRV_Hyd_SklopeHydroele7976,Generator,Longitude,15.2706
HRV_Hyd_VarazdinHydroe7977,Generator,Latitude,46.3479
HRV_Hyd_VarazdinHydroe7977,Generator,Longitude,16.2684
HRV_Hyd_VinodolHydroel7978,Generator,Latitude,45.2286
HRV_Hyd_VinodolHydroel7978,Generator,Longitude,14.6736
HRV_Hyd_ZakucacHydroel7981,Generator,Latitude,43.4581
HRV_Hyd_ZakucacHydroel7981,Generator,Longitude,16.7027
HRV_Oil_RijekaThermal7973,Generator,Latitude,45.2862
HRV_Oil_RijekaThermal7973,Generator,Longitude,14.5207
HRV_Oil_SisakThermalP7975,Generator,Latitude,45.4538
HRV_Oil_SisakThermalP7975,Generator,Longitude,16.4144
HUN_Coa_Bakonypowerst12057,Generator,Latitude,47.0956
HUN_Coa_Bakonypowerst12057,Generator,Longitude,17.5584
HUN_Coa_Matrapowersta12065,Generator,Latitude,47.7886
HUN_Coa_Matrapowersta12065,Generator,Longitude,20.066
HUN_Coa_Oroszlnypowe12066,Generator,Latitude,47.5017
HUN_Coa_Oroszlnypowe12066,Generator,Longitude,18.2701
HUN_Gas_AlpiqCsepelEr12056,Generator,Latitude,47.428
HUN_Gas_AlpiqCsepelEr12056,Generator,Longitude,19.0525
HUN_Gas_DebreceniKombi12058,Generator,Latitude,47.5185
HUN_Gas_DebreceniKombi12058,Generator,Longitude,21.6329
HUN_Gas_DunamentiErm12059,Generator,Latitude,47.3283
HUN_Gas_DunamentiErm12059,Generator,Longitude,18.9169
HUN_Gas_GnyiErm12061,Generator,Latitude,47.7384
HUN_Gas_GnyiErm12061,Generator,Longitude,17.8033
HUN_Gas_GREENERGYszab12060,Generator,Latitude,46.0641
HUN_Gas_GREENERGYszab12060,Generator,Longitude,18.2646
HUN_Gas_KelenfldiEr12062,Generator,Latitude,47.4624
HUN_Gas_KelenfldiEr12062,Generator,Longitude,19.0563
HUN_Gas_KispestiErm12063,Generator,Latitude,47.4568
HUN_Gas_KispestiErm12063,Generator,Longitude,19.1673
HUN_Gas_TiszaiErm12068,Generator,Latitude,47.9178
HUN_Gas_TiszaiErm12068,Generator,Longitude,21.0784
HUN_Nuc_PaksiAtomerm12067,Generator,Latitude,46.5739
HUN_Nuc_PaksiAtomerm12067,Generator,Longitude,18.8536
HUN_Oil_LrinciGztu12064,Generator,Latitude,47.7164
HUN_Oil_LrinciGztu12064,Generator,Longitude,19.6778
IDN_Coa_AmamaparePort12950,Generator,Latitude,-4.8278
IDN_Coa_AmamaparePort12950,Generator,Longitude,136.8391
IDN_Coa_Amurangpowers12952,Generator,Latitude,1.1825
IDN_Coa_Amurangpowers12952,Generator,Longitude,124.4806
IDN_Coa_BantenSerangp12956,Generator,Latitude,-5.883
IDN_Coa_BantenSerangp12956,Generator,Longitude,106.0459
IDN_Coa_BatuHijaupowe12957,Generator,Latitude,-8.9012
IDN_Coa_BatuHijaupowe12957,Generator,Longitude,116.7382
IDN_Coa_CelukanBawang12962,Generator,Latitude,-8.1963
IDN_Coa_CelukanBawang12962,Generator,Longitude,114.8516
IDN_Coa_CikarangBabela12964,Generator,Latitude,-6.1161
IDN_Coa_CikarangBabela12964,Generator,Longitude,107.052
IDN_Coa_CilacapSumber12965,Generator,Latitude,-7.6832
IDN_Coa_CilacapSumber12965,Generator,Longitude,109.0964
IDN_Coa_Kalteng1Pulan12975,Generator,Latitude,-2.8226
IDN_Coa_Kalteng1Pulan12975,Generator,Longitude,114.2088
IDN_Coa_KaltimTelukBa12976,Generator,Latitude,-1.1704
IDN_Coa_KaltimTelukBa12976,Generator,Longitude,116.7887
IDN_Coa_KebanAgungpow12980,Generator,Latitude,-3.7515
IDN_Coa_KebanAgungpow12980,Generator,Longitude,103.6481
IDN_Coa_KetapangSmelte12982,Generator,Latitude,-2.3662
IDN_Coa_KetapangSmelte12982,Generator,Longitude,110.1573
IDN_Coa_LampungSebalan12990,Generator,Latitude,-5.5859
IDN_Coa_LampungSebalan12990,Generator,Longitude,105.3872
IDN_Coa_MedanSteelMil12995,Generator,Latitude,3.6676
IDN_Coa_MedanSteelMil12995,Generator,Longitude,98.6654
IDN_Coa_Merakpowersta12997,Generator,Latitude,-5.884
IDN_Coa_Merakpowersta12997,Generator,Longitude,106.0642
IDN_Coa_Pacitanpowers13093,Generator,Latitude,-8.2578
IDN_Coa_Pacitanpowers13093,Generator,Longitude,111.3736
IDN_Coa_PekanbaruTenay13095,Generator,Latitude,0.5644
IDN_Coa_PekanbaruTenay13095,Generator,Longitude,101.5234
IDN_Coa_PerawangMillp13097,Generator,Latitude,0.6893
IDN_Coa_PerawangMillp13097,Generator,Longitude,101.6191
IDN_Coa_PLTUAsamasam13045,Generator,Latitude,-3.9253
IDN_Coa_PLTUAsamasam13045,Generator,Longitude,115.1043
IDN_Coa_PLTUBanjarsari13046,Generator,Latitude,-3.7241
IDN_Coa_PLTUBanjarsari13046,Generator,Longitude,103.6894
IDN_Coa_PLTUBanten113047,Generator,Latitude,-6.0585
IDN_Coa_PLTUBanten113047,Generator,Longitude,106.4646
IDN_Coa_PLTUBanten213048,Generator,Latitude,-6.3919
IDN_Coa_PLTUBanten213048,Generator,Longitude,105.8288
IDN_Coa_PLTUBanten313049,Generator,Latitude,-6.0585
IDN_Coa_PLTUBanten313049,Generator,Longitude,106.4646
IDN_Coa_PLTUBilibili13050,Generator,Latitude,-2.5213
IDN_Coa_PLTUBilibili13050,Generator,Longitude,121.357
IDN_Coa_PLTUBukitAsam13051,Generator,Latitude,-3.7316
IDN_Coa_PLTUBukitAsam13051,Generator,Longitude,103.7975
IDN_Coa_PLTUCilacap113052,Generator,Latitude,-7.7513
IDN_Coa_PLTUCilacap113052,Generator,Longitude,109.0186
IDN_Coa_PLTUCirebon13053,Generator,Latitude,-6.7704
IDN_Coa_PLTUCirebon13053,Generator,Longitude,108.6151
IDN_Coa_PLTUEmbalut13054,Generator,Latitude,-0.5
IDN_Coa_PLTUEmbalut13054,Generator,Longitude,117.15
IDN_Coa_PLTUGresik13055,Generator,Latitude,-7.1633
IDN_Coa_PLTUGresik13055,Generator,Longitude,112.6615
IDN_Coa_PLTUHendratna13056,Generator,Latitude,-2.5213
IDN_Coa_PLTUHendratna13056,Generator,Longitude,121.357
IDN_Coa_PLTUJabarSela13057,Generator,Latitude,-7.0242
IDN_Coa_PLTUJabarSela13057,Generator,Longitude,106.5464
IDN_Coa_PLTUJawaBarat13058,Generator,Latitude,-6.2747
IDN_Coa_PLTUJawaBarat13058,Generator,Longitude,107.9704
IDN_Coa_PLTUJawaTenga13059,Generator,Latitude,-6.636
IDN_Coa_PLTUJawaTenga13059,Generator,Longitude,111.4749
IDN_Coa_PLTUJeneponto13044,Generator,Latitude,-5.6184
IDN_Coa_PLTUJeneponto13044,Generator,Longitude,119.5506
IDN_Coa_PLTUKaur13060,Generator,Latitude,-2.5213
IDN_Coa_PLTUKaur13060,Generator,Longitude,121.357
IDN_Coa_PLTUKeramasan13061,Generator,Latitude,-2.5213
IDN_Coa_PLTUKeramasan13061,Generator,Longitude,121.357
IDN_Coa_PLTUKupang13062,Generator,Latitude,-2.5213
IDN_Coa_PLTUKupang13062,Generator,Longitude,121.357
IDN_Coa_PLTULabuhanAn13063,Generator,Latitude,1.7176
IDN_Coa_PLTULabuhanAn13063,Generator,Longitude,98.7265
IDN_Coa_PLTULati13064,Generator,Latitude,-2.5213
IDN_Coa_PLTULati13064,Generator,Longitude,121.357
IDN_Coa_PLTUListrindo13065,Generator,Latitude,-2.5213
IDN_Coa_PLTUListrindo13065,Generator,Longitude,121.357
IDN_Coa_PLTUMuaraKara13066,Generator,Latitude,-6.1069
IDN_Coa_PLTUMuaraKara13066,Generator,Longitude,106.7882
IDN_Coa_PLTUNADNagan13067,Generator,Latitude,4.1089
IDN_Coa_PLTUNADNagan13067,Generator,Longitude,96.1972
IDN_Coa_PLTUOmbilin13068,Generator,Latitude,-0.6094
IDN_Coa_PLTUOmbilin13068,Generator,Longitude,100.7535
IDN_Coa_PLTUPaitonIU13069,Generator,Latitude,-7.7184
IDN_Coa_PLTUPaitonIU13069,Generator,Longitude,113.5827
IDN_Coa_PLTUPakerin13070,Generator,Latitude,-2.5213
IDN_Coa_PLTUPakerin13070,Generator,Longitude,121.357
IDN_Coa_PLTUPaluM13043,Generator,Latitude,-0.8917
IDN_Coa_PLTUPaluM13043,Generator,Longitude,119.8707
IDN_Coa_PLTUPangkalan13071,Generator,Latitude,-2.6833
IDN_Coa_PLTUPangkalan13071,Generator,Longitude,111.6167
IDN_Coa_PLTUPangkalan13072,Generator,Latitude,4.1196
IDN_Coa_PLTUPangkalan13072,Generator,Longitude,98.2555
IDN_Coa_PLTUPerak13073,Generator,Latitude,-7.2492
IDN_Coa_PLTUPerak13073,Generator,Longitude,112.7508
IDN_Coa_PLTUPriok313074,Generator,Latitude,-6.1071
IDN_Coa_PLTUPriok313074,Generator,Longitude,106.8716
IDN_Coa_PLTURancong13075,Generator,Latitude,-2.5213
IDN_Coa_PLTURancong13075,Generator,Longitude,121.357
IDN_Coa_PLTUSanggau13076,Generator,Latitude,-2.5213
IDN_Coa_PLTUSanggau13076,Generator,Longitude,121.357
IDN_Coa_PLTUSimpangBe13077,Generator,Latitude,-3.4
IDN_Coa_PLTUSimpangBe13077,Generator,Longitude,104.1158
IDN_Coa_PLTUSulawesiS13078,Generator,Latitude,-4.2931
IDN_Coa_PLTUSulawesiS13078,Generator,Longitude,119.6326
IDN_Coa_PLTUSumbarT13079,Generator,Latitude,-1.0772
